"","name","image","reviewCount","rating","publishedDate","respondDate","verifiedOrder","title","content","reply","contentLength"
"1130","Fergus Leggat",NA,1,NA,2019-10-01,NA,TRUE,"Top travel companion","We have just returned from a couple of months travelling in South America, and Starling made this experience so much easier.The ability to take out money in any currency without preloading it is terrific, plus all the rates we received were very competitive. We also managed to take out money fee free in the majority of countries travelled to.Would highly recommend to anyone about to commence on an adventure or even just for a week away",NA,439
"1131","Elisa",NA,1,NA,2019-10-01,NA,TRUE,"Excellent Android app","Excellent Android app, only a few minor performance issues that they have continuously fixed with various updates. Mostly-intuitive user experience, modern feel, data visualization is easy to read. The only improvement feature I would recommend is to make paying others just as easy as it is on Venmo: Simply type in a user/name, and send money. No mucking around with bank numbers.",NA,382
"1132","Mark",NA,6,NA,2019-10-01,NA,TRUE,"Excellent modern bank","Excellent modern bank that offers everything I need for security and notification of transactions. Zero transaction charges for foreign travel a big saving too. Interest rate at 0.5% is a bit low compared to others",NA,214
"1133","Jack",NA,1,NA,2019-10-01,NA,TRUE,"Very good all round","Very good all round. The only thing I don’t like is the fact you cannot view your payments in other ways. It would be much better if you could change to a views that showed your payments by date order or even by country.",NA,220
"1134","TL",NA,1,NA,2019-10-01,NA,TRUE,"Looking for an online bank","Looking for an online bank, Starling was recommended by a family friend,  and,  having tried it out it does what I want. Great option for a convenient online system with good control and notifications on spending",NA,212
"1135","Georgia  Fleming",NA,1,NA,2019-10-01,NA,TRUE,"Best bank I’ve ever used!","Best bank I’ve ever used! The app is so easy to use and as a uni student it really helps me to keep an eye on my spending. I always recommend Starling to friends and family and now my parents also have a bank account account with Starling.",NA,239
"1136","Naresh Kamlekar",NA,2,NA,2019-10-01,NA,TRUE,"Am very happy with the sterling account","Am very happy with the sterling account",NA,39
"1137","Malcolm Harrison",NA,1,NA,2019-10-01,NA,TRUE,"All very good but still waiting to be…","All very good but still waiting to be able to use bank card for Euro purchases",NA,78
"1138","sarah gatland",NA,5,NA,2019-10-01,NA,TRUE,"This account has revolutionised the way…","This account has revolutionised the way I manage my money. Finally I feel completely in control of my finances and it is all thanks to starling so thank you",NA,156
"1139","Phillip Herod",NA,2,NA,2019-10-01,NA,TRUE,"I have never had a problem when using…","I have never had a problem when using Starling Bank. There is always somebody available to answer any question I may have when it comes to banking or using the app. 1 very happy customer.",NA,187
"1140","MAS",NA,1,NA,2019-10-01,NA,TRUE,"Efficient straightforward banking service with very low fees","Straightforward banking service, efficient and easy to use.  Costs (fees for overdrafts, foreign transactions, etc.) are very low or zero.",NA,138
"1141","Alex Price",NA,1,NA,2019-10-01,NA,TRUE,"Absolutely great card","Absolutely great card, would recommend to anyone. I love my balance always being rounded to the nearest pound, (for aesthetic purpose and to save change!) and being able to use any cash-point abroad for free. The ease of saving within the app is very convenient.However I was in Thailand when it happened to go down for a day and both me and my girlfriend were using Starling. (Probably not a sensible idea looking back) Think its been down once since (last 2 months).",NA,468
"1142","Rebecca Pratten",NA,1,NA,2019-10-01,NA,TRUE,"I used this whilst traveling around…","I used this whilst traveling around America, had no issues. Glad I had it:",NA,74
"1143","Marius Sena",NA,1,NA,2019-10-01,2019-10-01,TRUE,"banking upgraded","The Starling app is miles better than the usual high street banks.Instant notifications of transactions are seamless, and I imagine if there was a misuse of your account it would pop up and the user will instantly know if it was them or not. Now have a joint account and using the Spaces feature to save up for ""goals"". The rounding up of transaction to the nearest pound then automatically adding to the Spaces is great feature.Would be great to add more filters when viewing spending. I would like to view spending between set dates not just by month. The ability to organise Space manually would be welcomed.Had an issue whilst on holiday where I attempted to withdraw cash from an atm, the atm had no banknotes but still deducted the withdrawal from my account. I contacted Starling via the app and was told that they would look into it and they will contact back. Gladly the money was put back into my account after a week. So I cannot fault the customer service from my personal experience. Overall Starling is a refreshing approach to banking.","Thanks so much for your review Marius. We agree that instant notifications, spaces and round-ups are all amazing ways to have more control of your money. Just to let you know, more customisability in Spaces and filtering spending insights are things we are looking into at the moment. We'll be sure to let everyone know before we release an exciting new feature. It's also really great to know that we could help with the ATM withdrawal error while you were abroad. If you ever have any questions do not hesitate to get in touch: https://www.starlingbank.com/contact/Team Starling",1050
"1144","Jop Dingemans",NA,1,NA,2019-10-01,NA,TRUE,"Amazing","Amazing. Best bank in the UK.",NA,29
"1145","Denise Richardson",NA,4,NA,2019-10-01,NA,TRUE,"starling bank app","The app isn’t the easiest to use and I would like a duplicate card for my partner but apparently I can’t order one.I love the way it tracks my money, the saving spaces and it immediately tells me how much I’ve spent and where.Much clearer than other accounts on the merchants. Wish I could take a photo of a cheque and download it like Halifax though instead of posting it.Great for spending abroad. Overall love it and would recommend it x",NA,440
"1146","Sharon Horner",NA,2,NA,2019-10-01,NA,TRUE,"So much easier than any other bank…","So much easier than any other bank account",NA,42
"1147","Matthieu Baccot",NA,1,NA,2019-10-01,NA,TRUE,"Starling is for me perfect for cashless…","Starling is for me perfect for cashless small business. Onboarding was quick and flawless, customer service answers are precise and accurate and the app is easy to use.Strongly recommend.",NA,187
"1148","Kenneth",NA,4,NA,2019-10-01,NA,TRUE,"Very happy customer!","Excellent choice to change to Starling Bank for both my wife and myself. Great service, brilliant on holiday, amazing spend and account notifications. Great work folks, you've made a customer for life.",NA,201
"1149","Abdul Rashid Tinwala",NA,2,NA,2019-10-01,NA,TRUE,"Good n easy","Very easy to use app n help full.",NA,33
"1150","Michal Bolewski",NA,1,NA,2019-10-01,NA,TRUE,"Really nice bank awesome if you travel…","Really nice bank awesome if you travel a lot",NA,44
"1151","GL",NA,1,NA,2019-10-01,NA,TRUE,"Go for Starling!","My experience with Starling Bank has been really positive up to now. I wish we could get a bit better exchange rates some times. Also, an important improvement area would be to add unlimited/or higher than current withdraw limit when out of the UK and when the funds are available.",NA,281
"1152","Eddie Rogers",NA,1,NA,2019-10-01,NA,TRUE,"Everything is easy...","Everything is easy.... opening a new account, easy, transferring money, easy, checking my account, easy.I like what you're doing, keep up the good work!",NA,152
"1153","georgina Prince",NA,3,NA,2019-10-01,NA,TRUE,"Great bank","Easy to use with no hidden charges",NA,34
"1154","Derek Sale",NA,1,NA,2019-10-01,NA,TRUE,"It good that we are both notified of…","It good that we are both notified of any activity on our joint account at the same time. Very helpful.",NA,102
"1155","Fp",NA,2,NA,2019-10-01,NA,TRUE,"Available 24/7 to answer queries","Available 24/7 to answer queries. Video security checks and constant mobile notifications of spending make the service feel very secure.",NA,136
"1156","Diane Bennett",NA,2,NA,2019-10-01,NA,TRUE,"Brilliant Love it! 👍🏻","Brilliant, I know exactly where I am up to with instant notifications and balance changes, easy to use,,Amazing when abroad have used my card in USA & Mexico with NO charges and I love how it gives you foreign currency and Sterling rates as you use card👍🏻I have recommended to two family members who also now use sterling",NA,321
"1157","Steven Creevy",NA,3,NA,2019-10-01,NA,TRUE,"Great app and growing","Great app and growing. With a few extra features it will be 5 stars all round",NA,77
"1158","Mrs J P George",NA,4,NA,2019-10-01,NA,TRUE,"Very impressed!","Applied for a current account 5 days before going on holiday as I had researched best credit cards to take when travelling broad.  With the use of a smartphone the process of applying was extremely quick.  Having banked with Barclays for years - it was a revelation! My credit card came 4 days later.Very impressed with all of the services available on the Starling app, and really like the instant notifications when any movement of money takes place. I also like receiving the monthly blog - great to have a read on what’s happening and why.",NA,543
"1159","Magali",NA,3,NA,2019-10-01,NA,TRUE,"I'm so far really liking this app","I'm so far really liking this app, had it for 3 months.One thing I'd like is to be able to discount certain payments or money transfers in the monthly total spend calculation - I just want to be able to see how much I'm spending on things outside of rent but at the moment it shows the total spend and I have to detract things manually each time.",NA,346
"1160","Nikita De Abreu",NA,1,NA,2019-10-01,NA,TRUE,"Great bank","Great bank, very useful and well structured app. Very happy !!",NA,62
"1161","Graham Rowland",NA,3,NA,2019-10-01,NA,TRUE,"A truly amazing app and bank","A truly amazing app and bank. Makes budgeting and spending so much more accountable, if you would excuse the pun. Notifications before the receipt from the sellers cash register.",NA,178
"1162","Cristian Moisei",NA,1,NA,2019-10-01,2019-10-01,TRUE,"great services, pretty poor app","While I’m very happy with the bank’s services, the quality of their app (which is the only way to interact with them) is decreasing lately. The design was always pretty poor but I think the more features they add, the harder to find and use they become and the more bugs creep in (for example I was trying to change my password the other day (which took long enough to find) I got a text, this opened a web page that opened the app which then crashed or froze. It took about 5 tries to get it working.","Hi Cristian,We're sorry to hear you're having trouble with some of the new features in our app. If the issue persists, please contact our customer service team so they can look into this further for you https://www.starlingbank.com/contactTeam Starling",501
"1163","Anthony Marks",NA,1,NA,2019-10-01,NA,TRUE,"It does what it says","It does what it says! The tech all seems to work. It feels friendly but professional.Oh, and everything is nicely designed, which shouldn't really matter in a bank but somehow does.",NA,181
"1164","Angela Johnson",NA,1,NA,2019-10-01,NA,TRUE,"Great banking service however I do have…","Great banking service however I do have issues relating to changing my address. How is this secure if you have no options to do this.",NA,133
"1165","Simon Welsh",NA,1,NA,2019-10-01,NA,TRUE,"Great service, great app","Really impressed. Such good customer service. Stylish design and user-friendly. Also, one of the few digital banks with IBAN for international payments. Thoroughly recommended.",NA,176
"1166","Elly",NA,5,NA,2019-10-01,NA,TRUE,"Unbelievably simple to set up","Unbelievably simple to set up - superb messaging with each transaction - witty updates - have recommended to everyone I know.",NA,125
"1167","John Hustler",NA,1,NA,2019-10-01,NA,TRUE,"Top bank","Top bank. Easy to use, everything is straight forwardKept up to date with changes and new things.I particularly like the blogs as you can see who is behind the scenes.I am more than happy with Starling BankIt’s a nice refreshing change from High Street Banks.",NA,259
"1168","Tingy",NA,3,NA,2019-10-01,NA,TRUE,"Absolutely superb","Absolutely superb! I signed up to the bank in order to avoid paying commission on transactions abroad, an excellent feature of the account. However, I have found the way it works so good, especially getting notifications within seconds of a transaction being made so I know exactly where I am money wise, that it is rapidly becoming my main bank account. Currently it is head and shoulders above the competition.",NA,412
"1169","Cliff",NA,1,NA,2019-10-01,NA,TRUE,"Well worth having","I have had this account for a few months now.  It has been up to expectations and done everything I have expected from it.  The exchange rate when used abroad was as good, if not better than the bureau de change.  My only problem was when using with sun screen on my hands, when the print came off my bank card.  A replacement was promptly sent.",NA,345
"1170","Mike Hanna",NA,2,NA,2019-10-01,NA,TRUE,"Banking made simple and real time","Banking made simple and real time, what a breath of fresh air after high street banks",NA,85
"1171","N Ivanov",NA,1,NA,2019-10-01,NA,TRUE,"Easy to apply","Easy to apply, easy to use. To say there is no branch and it’s all online, you have better access and control over your money than any bank I’ve previously used.",NA,161
"1172","Sue Ockendon",NA,4,NA,2019-10-01,NA,TRUE,"Great customer service!","Despite the initial setbacks with opening my business account, the advisor dealing with my application was open to listening and dealt promptly with any action that needed to be taken. Once sorted the process was seamless, easy to set up and arranged within hours. Any paperwork card etc we're received within 48 hours. Easy to use app and ease of transfers when required.",NA,372
"1173","Elizabeth Wark",NA,6,NA,2019-10-01,NA,TRUE,"One of best banks out there","One of the best banks I have come across I love the messages telling me what's put in or took out of my account straight away and it makes it so easy to keep track of your spending",NA,180
"1174","Adrian Haines",NA,2,NA,2019-10-01,NA,TRUE,"Decided to apply for an account before…","Decided to apply for an account before going to Spain as I’d read that the exchange rate was excellent and that It was easy to transfer money and keep track of your spending. It delivered exactly as promised and I am very impressed. Much easier than any other method of spending abroad.",NA,286
"1175","Jamie Hooton",NA,5,NA,2019-10-01,NA,TRUE,"I love Starling !!!!","I love Starling, it is refreshing, modern, easy to bank with and trusting. I can’t wait for the bank card with the euro account it’s going to revolutionise British banking!",NA,172
"1176","Jordan",NA,1,NA,2019-10-01,NA,TRUE,"No Problems","No problems and easy communication. Easy management of card and account. Can see easily where my money is going",NA,111
"1177","Akhil Sood",NA,2,NA,2019-10-01,NA,TRUE,"Modern bank!!","This bank has been nothing short of amazing. Their app has all the features one could ask for and it makes it easy for day to day use. The control card option in The app is just awesome. Loved itWish they had a branch or 2 around the city as well.",NA,247
"1178","Stephen Ohara",NA,1,NA,2019-10-01,NA,TRUE,"So easy and straight forward","So easy and straight forward",NA,28
"1179","Mark",NA,3,NA,2019-10-01,NA,TRUE,"Three months in with Starling and it…","Three months in with Starling and it works great. Used the service mostly abroad and I love the App based system which is really simple to use too. Thumbs up 👍",NA,159
"1180","Alan Runalls",NA,3,NA,2019-10-01,NA,TRUE,"Such an easy bank to use","Such an easy bank to use. Have not experienced any problems. Love the details they give on your spending.",NA,105
"1181","Victoria Hardy",NA,1,NA,2019-10-01,NA,TRUE,"Banking I never thought I would do","I would of never considered having an online bank. But Starling has far exceeded my expectations it's amazing it's a wonderful bank and is easy to use. Why I never made the move sooner I do not know. All I can say is keep up the good work, you have made a believer out of me.",NA,275
"1182","James McCallum",NA,1,NA,2019-10-01,NA,TRUE,"Easy money","Easy money - no fuss, instant records of all my expenses as they happen",NA,71
"1183","Katia Voet",NA,1,NA,2019-10-01,NA,TRUE,"Easy to use","Easy to use, no charges. Payment come on straight away.Only gave 4 stars as only thing I dont like is that you cant pay cash into it without going to post office and getting charged for it",NA,188
"1184","Mrs Carolyn Fraser",NA,5,NA,2019-10-01,NA,TRUE,"The future of banking","Easy to set up, very easy to use in UK and abroad and you can see what you have spent where. Would recommend Starling to anyone",NA,127
"1185","Elaine",NA,4,NA,2019-10-01,NA,TRUE,"After a few hiccups getting my account…","After a few hiccups getting my account activated I have found Starling to be a great bank. Informative and interested in their customers. I recently went on holiday to Spain and found my card was a great asset with good exchange rates and no fees. Well done Starling",NA,266
"1186","Iain Wilkinson",NA,1,NA,2019-10-01,NA,TRUE,"Iv had constant money anxiety until…","Iv had constant money anxiety until opening an account with you. The app is so useful and easy to use and the online chat support is great too",NA,142
"1187","Hayley",NA,6,NA,2019-10-01,NA,TRUE,"Glad I joined!","Applying for an account is straightforward and using the app is simple yet efficient.",NA,85
"1188","Godwyns O",NA,3,NA,2019-10-01,2019-10-01,TRUE,"Lost their mettle","Lost their mettle! Such a shameThe bank could be great but its going down the same route of the established banks it claimed to challenge. By beginning to charge for transfers between Euro and GBP accounts belonging to one customer, it is going to lose out greatly. That's why I closed my account and now enjoying the same benefit from Revolut.","Hi Godwyns,We're sorry to see you go! Please be assured we have passed your feedback on to our team as we are always looking for ways to improve the customer experience.Team Starling",344
"1189","James Robertson",NA,1,NA,2019-10-01,NA,TRUE,"Simple online banking","Simple online banking, nothing is too complicated and I like the minimalist approach. Straight forward and easy to use. And the card is nice aswell! Always a plus. Can’t fault it",NA,178
"1190","Paula Haley",NA,1,NA,2019-10-01,NA,TRUE,"Very easy to use App","Very easy to use App. Convenient for paying in money. Would recommend",NA,69
"1191","Chris",NA,1,NA,2019-10-01,NA,TRUE,"Great bank easy to use ,pleased to see…","Great bank easy to use ,pleased to see good security measures in place when setting up the account .",NA,100
"1192","Customer",NA,9,NA,2019-10-01,NA,TRUE,"Good Products","Took a punt to sign-up for a bank account and the product is really good.",NA,73
"1193","Everton Lee",NA,1,NA,2019-10-01,NA,TRUE,"The way the app","The way the app. and now the online service works is pure simplicity and a pleasure to use.",NA,91
"1194","Maria",NA,5,NA,2019-10-01,NA,TRUE,"Great bank never had a problem","Great bank never had a problem, fast transactions and no fees",NA,61
"1195","Karen",NA,2,NA,2019-10-01,NA,TRUE,"Excellent app and very easy to use","Excellent app and very easy to use. Far better than revolut! Great features on app...great to use abroad and just freeze card anytime for added peace of mind. Highly reccommend",NA,176
"1196","Gregory",NA,2,NA,2019-10-01,NA,TRUE,"Great bank","Great bank, easy to use and no fees when using your card abroad - which is fantastic. Would recommend to anyone.",NA,112
"1197","Brad Tanner","https://user-images.trustpilot.com/530db04700006400016603de/73x73.png",3,NA,2019-10-01,NA,TRUE,"Very easy to set up and the transfer…","Very easy to set up and the transfer from my old account was a dream...Dailynise of the app and the benfit of ring fencing amounts in spaces is fantastic!",NA,154
"1198","Kevin Wilde",NA,1,NA,2019-10-01,NA,TRUE,"simple to set up","simple to set up, easy to use, great features for analyzing expenditure",NA,71
"1199","Susan Day",NA,1,NA,2019-10-01,NA,TRUE,"Love the instant nature of…","Love the instant nature of transactions-  almost spooky to go shopping and then your phone pings to tell you what you've just spent! Feels so much easier than other banks where your transactions can take over a day to show up in your appSpending categories also useful and to see the totals per month",NA,300
"1200","Sean Cresdee",NA,1,NA,2019-10-01,NA,TRUE,"Im really happy with how easy the…","Im really happy with how easy the accounts are to use, including the euro account.",NA,82
"1201","Kirsty Patterson",NA,1,NA,2019-10-01,NA,TRUE,"No issues with Starling","No issues with Starling, would recommend to anybody. When i have had questions that needed answering i have always had a quick response.",NA,136
"1202","SAM AITKEN",NA,2,NA,2019-10-01,NA,TRUE,"Super bank","Super bank This bank is so functional and easy to use and love the real time spend too none of the pending payment rubbish the old banks do",NA,139
"1203","Andrew Robertson",NA,3,NA,2019-10-01,2019-10-01,TRUE,"I found the card difficult when in USA…","I found the card difficult when in USA due to having to use 4 digital code not able to use connect","Hi Andrew,We're really sorry to hear you had trouble using your card on holiday. In future, please ensure your card has magnetic strip payments enabled and to contact our in app live chat, should you require assistance.Team Starling",98
"1204","Vojtech Brdicka",NA,1,NA,2019-10-01,NA,TRUE,"customer support -> rly good","customer support -> rly good",NA,28
"1205","Lucas",NA,2,NA,2019-10-01,NA,TRUE,"Starling is great","Starling is great, simple and efficient. Performing all the major bank operations around the world in one single place is great.I would love starling to have partnerships and premium memberships to offer even more value to clients that travels a lot (free withdraw outside europe, airport lounges, etc)",NA,302
"1206","Mrs Sara Gosling",NA,3,NA,2019-10-01,NA,TRUE,"Starling bank is a dream to use and is…","Starling bank is a dream to use and is wonderful how it advises you of every transaction, even better now I can use it for business on my computer. Thank you.",NA,158
"1207","Allen Mills",NA,7,NA,2019-10-01,NA,TRUE,"Banking as it should be.","I can definitely recommend a starling account, really good alerts as soon you spend or receive money to your phone. Has a round up so you can save up and interest too. Always has an adviser available to help if you need it. So I would definitely recommend. 👍👍👍",NA,260
"1208","Nic",NA,3,NA,2019-10-01,NA,TRUE,"Great service online","Great service online Only had to call once and the advise was to cancel my card and order a new one. Which seemed like the quickest way out of the situation- rather than spending some time trying to find other alternatives",NA,222
"1209","William Buist",NA,2,NA,2019-10-01,NA,TRUE,"Banking as it should be...","Easy to open accounts that just deliver, real-time updates, great app, and notifications which give me the information I need to be fully in control.",NA,149
"1210","safa shah",NA,1,NA,2019-10-01,NA,TRUE,"So easy to use","So easy to use, have been a customer with Santander for over 21yrs. Now I am seriously thinking of switching my personal account over too. Well done Starling!.",NA,159
"1211","James",NA,3,NA,2019-10-01,NA,TRUE,"Starling bank review","Easy bank app to manage your account online. Able to manage personal expenditure through the use of automatic categorisation of expenditure.",NA,140
"1212","LUI   F P MARCHIORI",NA,2,NA,2019-10-01,NA,TRUE,"The best digital experience that I Had.","The best digital experience that I Had.I missed credit card!",NA,60
"1213","P ONEIL",NA,4,NA,2019-10-01,NA,TRUE,"Highly Recommended","Very easy to set up. A number of ways to get assistance. The only real reason stopping me leaving my other bank is the fact that PayPal can't be linked to the account. I believe this is being looked into however.",NA,212
"1214","Guy",NA,2,NA,2019-10-01,NA,TRUE,"Brilliant even though not as much…","Brilliant even though not as much available as through a traditional bank.It’s simpler and much faster with StarlingI like it",NA,125
"1215","Wild",NA,5,NA,2019-10-01,NA,TRUE,"Just what I had been waiting for...","Starling was what I had been waiting for! I work with European clients who pay me in Euro's - I love the fact that it is so easy to transfer from my Euro Account to my GBP Account with such ease and at such fantastic exchange rates! I really do not know how I managed before Starling! A perfectly designed App - easy to navigate, direct and clear. It feels really safe using my card, especially on-line, with the added security of transaction passcodes! Seriously... what's not to love?",NA,486
"1216","Satisfied customer",NA,5,NA,2019-10-01,NA,TRUE,"Easy, easy, amazing!","Easy setup, easy to use and especially amazing if you travel! Oh yes, and no silly charges!",NA,91
"1217","Janis Read-Walters",NA,2,NA,2019-10-01,NA,TRUE,"Great customer care 100%","Great customer care 100%. App is so easy  and informs your balance immediately. As a pensioner its far far easier to keep to a budget with the app. I will never go back to using a high street bank again ever thank you Starling team.",NA,232
"1218","Christopher Hooper",NA,1,NA,2019-10-01,NA,TRUE,"It just works","Refreshingly simple application, quick and informative. Account set-up is genius, I’ve put my entire family on and it just works",NA,128
"1219","Emil Jarzebski",NA,1,NA,2019-10-01,NA,TRUE,"Very good bank","Very good bank",NA,14
"1220","Robert Parish",NA,1,NA,2019-10-01,NA,TRUE,"Had this bank account for about 6…","Had this bank account for about 6 months now and it’s the best ever, it tells you instantly when you have spent on your account and is very easy to manage what you have spent, would definitely recommend this bank.",NA,213
"1221","Charlotte Taylor",NA,1,NA,2019-10-01,NA,TRUE,"Quick and easy to navigate","Quick and easy to navigate. Can lock your card if you're worried it's been lost or stolen. Love it!",NA,99
"1222","Donald Robertson",NA,8,NA,2019-10-01,NA,TRUE,"Excellent all round experience","Excellent all round experience - online chat was getting lost between agents one day I used it - hence 4 stars and not 5",NA,120
"1223","Alex Adams",NA,2,NA,2019-10-01,NA,TRUE,"Almost the Perfect Bank!","I use Starling for my personal, joint and business account. The app is simple and easy to navigate around each account and the customer service has always been prompt and helpful when I've needed it.The only reason I haven't fully switched my personal from Natwest is because Natwest offer phone/breakdown/travel insurance for a small price. If Starling did something similar I'd be fully in!",NA,392
"1224","JR",NA,2,NA,2019-10-01,2019-10-01,TRUE,"Undeveloped Euros Account","Still a lot to do on euros account feature, so far unable to use with debit card, and has no interest rate.","Hi JR,Thank you for your feedback regarding our euro accounts. We are working on offering debit card access and more features. Keep your eyes peeled for future updates soon!Team Starling",107
"1225","Harry Kelly",NA,1,NA,2019-10-01,NA,TRUE,"Brilliant service all round","Brilliant service all round. No pending transactions. Easy quick payments. Brilliant app.",NA,89
"1226","S. Has",NA,3,NA,2019-10-01,NA,TRUE,"So glad I switched to starling.","Brilliant on line bank.  App is easy to navigate.  Wish I had left HSBC sooner. Thanks for making banking such a pleasure.",NA,122
"1227","Duncan Sterling",NA,2,NA,2019-10-01,NA,TRUE,"Simple to set up use and great app for…","Simple to set up use and great app for the phone very pleased with my experience the card came in days not weeks and thoroughly recommend",NA,137
"1228","joanmorris",NA,2,NA,2019-10-01,NA,TRUE,"Brilliant Bank","Brilliant Bank. Someone always available to talk to. Used my card in Thailand no problem at all. Like that they message you when you make a transaction.",NA,152
"1229","Keith L",NA,8,NA,2019-10-01,NA,TRUE,"Highly recommended","Starling is easy to use and gives exceptional foreign exchange rates. I've already recommended them to friends.",NA,111
"1230","Fabio",NA,1,NA,2019-10-01,NA,TRUE,"Great product","Great product, easy to use and see all your spending in one place as a virtual live feed. I particular like all the security features such as being able to turn your mag strip on and off and instantly change pin numbers from the comfort of your handset.",NA,253
"1231","Very satisfied customer",NA,1,NA,2019-10-01,NA,TRUE,"Helpful staff","Helpful staff. Great app.",NA,25
"1232","Alexander Aboagye  Boateng",NA,1,NA,2019-10-01,NA,TRUE,"Best to my knowledge grate banking and…","Best to my knowledge grate banking and proud to have an account with Starting Bank",NA,82
"1233","John",NA,4,NA,2019-10-01,NA,TRUE,"Great service and friendly too.","I have only been with Starling for a few months, my experience has been positive.  I like the way the phone app works and any of the administration has been flawless.  I also like their candid emails and the blog from the CEO, quite refreshing compared to other institutions.",NA,275
"1234","Stephen Allan",NA,1,NA,2019-10-01,NA,TRUE,"Amazing Service","Been banking with Starling for close to a year now. Switched my account to them and couldnt be more impressed never had any issues. Not a fan of the limit on contactless payments though.",NA,186
"1235","rob",NA,6,NA,2019-10-01,NA,TRUE,"Enjoying it so far","Enjoying it so far. GarminPay was a major factor for me. Happy to say that works well.",NA,86
"1236","Petrica Marius Chihaia",NA,1,NA,2019-10-01,NA,TRUE,"Very easy and quickly to handle","Very easy and quickly to handle. Thank best one.",NA,48
"1237","Robert Probyn",NA,1,NA,2019-10-01,NA,TRUE,"excellent service","excellent service",NA,17
"1238","Frank Baxendale",NA,12,NA,2019-10-01,NA,TRUE,"So far so Good","I only recently  joined Staring but so far so good . Got off to a shaky start but now it is up and running I am quite impressed. But I always think you will only know how good they are until you really need them !",NA,213
"1239","Martin Darby",NA,1,NA,2019-10-01,NA,TRUE,"I really love this banking app","I really love this banking app.  It knocks spots off the competition with simplicity and ease of use.  I'm a UX designer myself so I can see improvements or features I'd make but compared relatively to everything else in the bank market this is the best I've used.  The Xero integration makes life so much easier!",NA,313
"1240","Laurence Hill",NA,1,NA,2019-10-01,NA,TRUE,"Very happy with Starling","Very happy with Starling - great app, instant transfers, and hopefully a little more ethical than the high street banks.",NA,120
"1241","Giulia Saba",NA,1,NA,2019-10-01,NA,TRUE,"Very good bank","Very good bank, never had a problem",NA,35
"1242","Lisa robinson",NA,3,NA,2019-10-01,NA,TRUE,"I think this bank is great","I think this bank is great. Love the instant notifications when you use your card. Also like how you can lock your card. Great to use abroad with no charges & easy to keep track of spending.",NA,190
"1243","Graeme Bolton",NA,1,NA,2019-10-01,NA,TRUE,"Best bank I’ve used","Instant updates on spend.Easy to use and understand what I’m spending money on.Set up a joint account with my partner instantly with no hassle.Free currency withdrawals / use abroad. Best bank I’ve used....could do with up my interest % for a positive review though!",NA,266
"1244","Lesley",NA,4,NA,2019-10-01,NA,TRUE,"Have only had my account a few months…","Have only had my account a few months but I'm impressed so far.  Love the app and how it divides your spending into categories and also how quickly it updates.  As soon as I've used my card I can hear my phone chime as the payment is registered.  No complaints from me",NA,268
"1245","Martyn Jones",NA,1,NA,2019-10-01,NA,TRUE,"Excellent","A smooth, accurate online accounts service but what sticks out to me a customer care and follow up from online chat (important to me as I work overseas) and by phone, Mark's out of 10? 11",NA,187
"1246","Mark Birrell",NA,1,NA,2019-10-01,NA,TRUE,"I have found the bank account very good…","I have found the bank account very good as if I need a reminder for payments coming out very helpful 😊",NA,102
"1247","Trudi Waldram",NA,2,NA,2019-10-01,2019-10-01,TRUE,"I love every thing but the fact that…","I love every thing but the fact that the budgets work on a monthly basis from the 1st of the month.  My month starts in the 28 when I get paid so it skews the figures.","Hi Trudi,We really appreciate your feedback regarding customizing dates for budgeting and have passed this on to our team.Keep your eyes peeled for future updates and newer features. Team Starling",167
"1248","Mr Thomas Robinson",NA,8,NA,2019-10-01,NA,TRUE,"Have been a customer a few months now…","Have been a customer a few months now and really happy with this account.  great to see the location of where card is used.  would of been 5 stars if the history of spending was more friendlier to use eg be able to drill down to a day or date range and show what and where was the spending on that day.  I still reccommend to my friends to take out an account for holidays at least.",NA,382
"1249","John Walker",NA,1,NA,2019-10-01,NA,TRUE,"What a refreshing experience Starling…","What a refreshing experience Starling Bank is.Great APP, easy to use, very pleased.",NA,83
"1250","Stephen Kidd",NA,5,NA,2019-10-01,2019-10-01,TRUE,"Can't fualt the app, shame about the CS","Can't fualt the app, it's simple and easy and starlings products is good,They lose marks as the online chat customer service has been very poor, long response times and sometimes the operators have been quite rude. Phone support has been great however","Hi Stephen,We really appreciate your feedback and sorry to hear about your recent experience with live chat. Please be assured we have passed your feedback on as we are always looking for ways to improve the customer experience.Team Starling",251
"1251","Scott",NA,1,NA,2019-10-01,NA,TRUE,"Sleek and intuitive with free 24/7…","Sleek and intuitive with free 24/7 service. Everything I want from a simple and effective banking experience.",NA,109
"1252","Mark Young",NA,1,NA,2019-10-01,NA,TRUE,"Fast notification of spending rocks","Fast notification of spending rocksIt means I never have to get receipt for small payments (its good to know they did not overcharge)",NA,133
"1253","Devarch",NA,9,NA,2019-10-01,NA,TRUE,"Easy to set up and excellent to use","Easy to set up and excellent to use, highly recommend!",NA,54
"1254","Colin Luker",NA,1,NA,2019-10-01,NA,TRUE,"Great to use","Great to use. And constantly keeps you up to date",NA,49
"1255","Paul Higgins",NA,1,NA,2019-10-01,NA,TRUE,"I can't fault Starling","I can't fault Starling. The app is excellent. Well designed and the features you need. Used their support too and it was very quick and resolved my issue quickly",NA,161
"1256","Leah Johnstone",NA,1,NA,2019-10-01,NA,TRUE,"AMAZING BANK !","AMAZING BANK couldn’t not fault them! I have a business and a personal account with them and they are just top notch !",NA,118
