"","name","image","reviewCount","rating","publishedDate","respondDate","verifiedOrder","title","content","reply","contentLength"
"12164","Yvan Tiako",NA,1,NA,2017-10-01,NA,TRUE,"Thank You 🙌🏾","My friend was really struggling to open a bank account with the high street banks. We found you online and were so amazed by your story, your service and simplicity. Thank you for helping a man to open bank account, we'll be eternally grateful and sincerely wish success for your company and the individuals who make it up with superb work! We also massively appreciate the rapidity with which the card came. Working with you has been a joy and we hope to be business partners with you for a long time. We recognise and value your service so much, we're also bringing in our friends and family, and not for the £5 we'll both receive but because we believe in you and what you do. Thanks again. God bless you all.Yvan",NA,716
"12165","Julian Jaya Taipe",NA,1,NA,2017-10-01,NA,TRUE,"It was easy to get the acount and I am …","It was easy to get the acount and I am recievin. Well treating. i am really happy to be part of Monese bank",NA,107
"12166","Niki Lajoie","https://user-images.trustpilot.com/55cb9ba70000ff0001d3b712/73x73.png",3,NA,2017-10-01,NA,TRUE,"Cool satisfait","Cool satisfait",NA,14
"12167","Milen Sulev",NA,2,NA,2017-10-01,NA,TRUE,"Very good bank account!!!","Very good bank account!!!",NA,25
"12168","customer",NA,1,NA,2017-10-01,NA,TRUE,"Great support customer service and …","Great support customer service and trustworthy company with focused mindset",NA,75
"12169","customer",NA,1,NA,2017-10-01,NA,TRUE,"Its amazing bank","Its amazing bank, i love it so much",NA,35
"12170","customer",NA,1,NA,2017-10-01,NA,TRUE,"It has been easy to open an account","It has been easy to open an account, money arrives quick if you transfer to the account. I did the transfer from Euro zone.  Payments to UK went well too. Delivery of the debit card was in about one week (within the UK).",NA,220
"12171","customer",NA,1,NA,2017-10-01,NA,TRUE,"Excellent bank","Excellent bank",NA,14
"12172","customer",NA,1,NA,2017-10-01,NA,TRUE,"Everything very smooth.","Everything very smooth.Credit card not always accepted",NA,54
"12173","Sebastian",NA,2,NA,2017-10-01,NA,TRUE,"Decent app, maybe to expensive","Positives First:-I had a good experience with the customer service, they reacted quickly and in a friendly way. At first they couldn't offer a solution, but with an update to the app most issues were fixed. -The app is intuitive, easy to use and nice to look at. What bugs me:I signed up to the mailing list before € accounts were offered because of the promise of ""no hidden charges"". Current accounts in Germany are getting more expensive and I like a system where you pay a fixed amount and can then use your account worry-free. - while charges are not hidden, there is a usually small, sometimes substantial charge associated with many services. That's not what I expected. -the and I clicked on promised the first 2000 people access to an account for 3 months free. Within the app it is not exactly clear when I will be charged the 5£ fee. Also, when I first visited the website, I think the monthly fee was advertised as 5€, not GBP. - the localisation of the app is far from perfect, different languages creep in. Just keep it English, that's simpler. All in all, the communication needs to be better. What am I paying, when am I paying it and does ""no hidden charges"" just mean that charges are written in bold lettering as opposed to not existing?I will probably cancel my subscription and close the account once I start paying all those withdrawal charges, depending on real life use. There are other online-only bank accounts that charge the same for transactions but no monthly fee.",NA,1494
"12174","customer",NA,1,NA,2017-10-01,NA,TRUE,"The best banking yet.","The best banking yet.",NA,21
"12175","customer",NA,1,NA,2017-10-01,2017-10-16,TRUE,"You dont have a team to response quik …","You dont have a team to response quik to answer","Very sorry if the wait times on the support line happened to be a bit long when you called. We generally keep up with 1-3 minute wait times as standard but sometimes it can be more than that. Best to use the automatic callback option so You do not need wait on the line and our system calls you back instead.Your Monese Team",47
"12176","Tirsoreanu Florentins",NA,1,NA,2017-09-30,NA,TRUE,"Best card ever","Best card ever",NA,14
"12177","customer",NA,1,NA,2017-09-30,NA,TRUE,"I'm happy for the moment everythink is …","I'm happy for the moment everythink is OK",NA,41
"12178","customer",NA,1,NA,2017-09-30,NA,TRUE,"Im very happy costumer with monese …","Im very happy costumer with monese thanks",NA,41
"12179","customer",NA,1,NA,2017-09-30,NA,TRUE,"Very good i love that bank","Very good! I love that bank",NA,27
"12180","customer",NA,1,NA,2017-09-30,NA,TRUE,"Very nice I m very happy","Very nice I m very happy",NA,24
"12181","Al Falahat",NA,2,NA,2017-09-30,NA,TRUE,"amazing !!","amazing !!! easy to use",NA,23
"12182","Iulian",NA,1,NA,2017-09-30,NA,TRUE,"No reservation,i would recomment this …","No reservation,i would recomment this company to anyone.They accept you in just 2 minutes,you don't need to waite,you don't need a lot of documents. The card arrive in 3 days.. I really love Monese!",NA,198
"12183","customer",NA,1,NA,2017-09-29,NA,TRUE,"Great service","Great service, fast and profesional.",NA,36
"12184","customer",NA,1,NA,2017-09-29,NA,TRUE,"Monesse","Thanks for  everything",NA,22
"12185","N Bratila",NA,1,NA,2017-09-29,NA,TRUE,"Good bank","Good bank. Quick and reliable.",NA,30
"12186","Ramona",NA,3,NA,2017-09-29,NA,TRUE,"Excellent!","Excellent! Apertura conto veloce nel fine settimana, carta prepagata arrivata in 2 giorni, i soldi arrivano sul conto in tempo reale. Perfetta.",NA,143
"12187","customer",NA,1,NA,2017-09-29,NA,TRUE,"Absolutely satisfied ;)","Absolutely satisfied ;)",NA,23
"12188","customer",NA,1,NA,2017-09-29,2017-10-16,TRUE,"polski język proszę","chciał bym posługiwać się swoim ojczystym językiem czyli w opcjach powinien znaleźć się Polski  język dziekuje","Cenna uwaga! Wciąż rozbudowujemy listę dostępnych języków i mogę zapewnić, że w przyszłości trafi na nią także język polski!",110
"12189","Mihai",NA,1,NA,2017-09-29,NA,TRUE,"Nice until now","Nice until now",NA,14
"12190","customer",NA,1,NA,2017-09-29,NA,TRUE,"Excelent","Excelent. Din toate punctele de vedere.",NA,39
"12191","customer",NA,1,NA,2017-09-29,NA,TRUE,"Excelente facilidade...","Excelente facilidade...",NA,23
"12192","customer",NA,1,NA,2017-09-29,NA,TRUE,"Great one","Great one. Great services.",NA,26
"12193","customer",NA,1,NA,2017-09-29,NA,TRUE,"It's all Okay","It's all Okay. I'm happy the be on board.",NA,41
"12194","customer",NA,1,NA,2017-09-29,NA,TRUE,"Excellent","Excellent – no reservations, I would recommend this company to anyone.",NA,70
"12195","Antonio Mendes","https://user-images.trustpilot.com/59cd50680000ff000acecc6a/73x73.png",1,NA,2017-09-28,NA,FALSE,"O meu cartao chegiu hoje,ja activei,ate …","O meu cartao chegiu hoje,ja activei,ate agora excelente",NA,55
"12196","Sandra",NA,1,NA,2017-09-28,NA,TRUE,"good app","good app, easy to use, very good and fast customer service. Definitely something to recommend.",NA,94
"12197","Jimmy",NA,11,NA,2017-09-28,NA,TRUE,"Opinion","Ok, either I did not find the time to test it, by my opinion and by the words on the internet everything looks really seriously. Hope, that it really is and it will never change to unserious company. Good luck",NA,209
"12198","Coinbux",NA,1,NA,2017-09-28,NA,TRUE,"Sehr einfach","Sehr einfach, unkompliziert und schnell. Top Alternative zu N26",NA,63
"12199","customer",NA,1,NA,2017-09-28,NA,TRUE,"I am satisfied so far","I am satisfied so far",NA,21
"12200","Sanjay",NA,1,NA,2017-09-28,NA,TRUE,"Fastest responding","I ask one question from France and few times later, Monese team answer me. All was done as it’s said in the FAQ. Thanks a lot.",NA,126
"12201","julia m",NA,3,NA,2017-09-28,NA,TRUE,"everything was pretty quick and i had a …","everything was pretty quick and i had a good service!",NA,53
"12202","Ахмед",NA,2,NA,2017-09-28,NA,TRUE,"Awesome!!","Awesome!!! Thank you :)",NA,23
"12203","customer",NA,1,NA,2017-09-28,NA,TRUE,"E muito boa e so faltaria ter uma …","E muito boa e so faltaria ter uma agencia em londres para ficar melhor",NA,70
"12204","Andrea",NA,2,NA,2017-09-28,NA,TRUE,"Excellent Bank","Excellent Bank. Fast and easy to open. Great Customer Service. No proof of address.",NA,83
"12205","customer",NA,1,NA,2017-09-27,NA,TRUE,"Moder and trustworthy.","Great Usability, easy and fast, meets all needs with a great App. The only problem I had, was sometimes the communication with the support team was not efficient.Highly recommended!",NA,181
"12206","Victor Mihai",NA,1,NA,2017-09-27,NA,TRUE,"Really fast and easy registration","Really fast and easy registration. Highly recommended!",NA,54
"12207","customer",NA,1,NA,2017-09-27,NA,TRUE,"Very quick very useful","Very quick very useful",NA,22
"12208","Balazs Farkas",NA,1,NA,2017-09-27,NA,TRUE,"Balazs Farkas","Quick, easy & the lady who set it up for me was hot. What else to wish for?",NA,75
"12209","Tino",NA,1,NA,2017-09-27,NA,TRUE,"Very good ! 100% satisfaction so far.","I ordered my card and came fast. Very simple mobile app and easy to check my balance anytime. Good job Monese!",NA,110
"12210","Edec ovidiu",NA,1,NA,2017-09-27,NA,TRUE,"Perfect perfect","Perfect perfect",NA,15
"12211","Mr P T BISHOP","https://user-images.trustpilot.com/59cb82940000ff000ace1a71/73x73.png",3,NA,2017-09-27,NA,TRUE,"Easy to use great customer service team …","Easy to use great customer service team everyone must get i love it",NA,67
"12212","customer",NA,1,NA,2017-09-27,NA,TRUE,"Very good bank","Very good bank",NA,14
"12213","customer",NA,1,NA,2017-09-27,NA,TRUE,"Good and convinient","Good and convinient",NA,19
"12214","Петко Делчев",NA,1,NA,2017-09-26,NA,TRUE,"Супер сте Монесе ,благодаря Ви!","Супер сте Монесе ,благодаря Ви!",NA,31
"12215","MR DIN",NA,4,NA,2017-09-26,NA,TRUE,"fast and efficient","fast and efficientMonese is a sensible no hassle online current account, very convenient and easy to use. on your mobile via an app.discreet and available to you via a touch of your mobile screen. really makes you in control of your finance.",NA,241
"12216","Saleh",NA,2,NA,2017-09-26,NA,TRUE,"So easy to open and operate","So easy to open and operate. Friendly staff too.",NA,48
"12217","customer",NA,1,NA,2017-09-26,NA,TRUE,"convenience at reasonable monthly …","convenience at reasonable monthly price.excellent customer service.",NA,67
"12218","customer",NA,1,NA,2017-09-26,NA,TRUE,"Excellent service very fast and easy","Excellent service very fast and easy",NA,36
"12219","Axel",NA,3,NA,2017-09-26,NA,TRUE,"Excellent e-banking","Excellent e-banking",NA,19
"12220","customer",NA,1,NA,2017-09-26,NA,TRUE,"It's easy to use and very useful as …","It's easy to use and very useful as they did any problems that occur by you letting them know via a quick message or email.",NA,123
"12221","Stefany neves",NA,2,NA,2017-09-26,NA,TRUE,"monese é excelente,muito bom e me …","monese é excelente,muito bom e me ajudou bastante.",NA,50
"12222","customer",NA,1,NA,2017-09-26,NA,TRUE,"Really good and fast.","Really good and fast.",NA,21
"12223","Ghnz Hg",NA,1,NA,2017-09-26,NA,FALSE,"NMS6L7Y2 this my code","NMS6L7Y2 this my code...5£",NA,26
"12224","customer",NA,1,NA,2017-09-26,NA,TRUE,"Thank you for everything","Thank you for everything",NA,24
"12225","customer",NA,1,NA,2017-09-25,NA,TRUE,"I love you Monese ✌🏻✌🏻❤️","I love you Monese ✌🏻✌🏻❤️",NA,24
"12226","Livi",NA,1,NA,2017-09-25,NA,TRUE,"Am loving it","Am loving, is so fantastic guys check it out",NA,44
"12227","Florin Alin Popa",NA,1,NA,2017-09-25,NA,TRUE,"I m very happy for your services.Thank …","I m very happy for your services.Thank you very much.",NA,53
"12228","customer",NA,1,NA,2017-09-25,NA,TRUE,"Very good monese🎉👏👏👏👏","Very good monese🎉👏👏👏👏",NA,21
"12229","Yaasiin",NA,1,NA,2017-09-25,NA,TRUE,"Really fast to set up and don’t have to …","Really fast to set up and don’t have to waste petrol money drive to the bank every time if something happens.",NA,109
"12230","Zilvinas",NA,1,NA,2017-09-25,NA,TRUE,"Very good card","Very good card",NA,14
"12231","customer",NA,1,NA,2017-09-25,NA,TRUE,"The perfect one","The perfect one",NA,15
"12232","Radha",NA,1,NA,2017-09-25,NA,TRUE,"Happy 😃","I am international personal. As new person in this country I felt difficult to open an bank account without proof of address. Then suddenly my friend suggested me to monese eaccount. I just upload my documents that is passport at morning and I got my account details at evening. I really enjoying this banking account. In my point of view it is better than the street bank. Thanks to monese",NA,390
"12233","maya",NA,1,NA,2017-09-25,NA,TRUE,"Great!","The system is great! My debit Card arrived very fast. Just the agent who checked my documents was veeery rude, no patience at all, even if it's a new way of checking documents (placing it on the camera). But it's all good! Thanks! :D",NA,233
"12234","customer",NA,1,NA,2017-09-25,NA,TRUE,"Very nice !","Very nice !! Excelent",NA,21
"12235","Ivaylo Mihaylov",NA,1,NA,2017-09-25,NA,TRUE,"A+A+A+A+A+","A+A+A+A+A+Very fast",NA,19
"12236","customer",NA,1,NA,2017-09-25,NA,TRUE,"Perfect bank.","Perfect bank.",NA,13
"12237","Anthony",NA,2,NA,2017-09-24,2017-09-24,TRUE,"Limited Service","So the app locks you out I swear I didn’t enter it wrong anyway had to call support which is only open Monday to Friday office hours. My current bank is 24/7 which given the lock out meant because I wasn’t able to call in office hours I was locked out and unable to register my card for Nearly a week due to weekend etc. I understand the need for security, and value that but there must be an easier way plus all I need to login is an email link (when account not locked) not very secure at all. When calling support I waited over 5 minutes and reached a knowledgable yet unenthusiastic support team member. We managed to unlock the account quickly. My current bank has always been quick and even offers an automated service should the line be busy not great but least it’s there if you want it. Most high street banks offer these services I highlight and also do most of the other app/internet only banks. There is a monthly cost after trial which again is something to consider given the limited service and support. I can’t recommend over my current high street bank or other app only banks. I can get more for less so unless you send A LOT of money aboard it’s reallly not worth the service you get and I certainly would switch to it as my main account.My story might not be a common one least I hope not, but does highlight the limits of the service.","Hi Anthony,Thanks a million for your review.  We always welcome feedback about how to make ours service better.  We can definitely make the lock-out process easier to resolve and hope to have a new process launched for this very shortly (this isn't an overnight process due to the need for ensuring security at all times).Our support can be busy at certain times of the week (Monday morning and Friday's in particular), but generally you should have to wait much less than 5 minutes - although we appreciate that is not the impression we gave with your wait on this occasion.  Our phone support is currently office hours, but we run in-app chat support until 22:00 every day should you need any help.  We are one of the few new banking services to offer comprehensive phone support and are working hard to improve this all the time.There is also a lot of work done in the background to ensure security with your mobile device, so although we make the process feel easy with email registration, there is a lot more we are doing that goes unseen to ensure your security.We do understand that for many people, you can get an account from a traditional high street bank under a 'free whilst in credit model', but the fees in that case are often hidden (such as charges for a refused Direct Debit where there is no charge from us) and turn up as a surprise.  We prefer that charges are up front and something that can be relied upon.As always, we highly appreciate your feedback about how we make our service better and would love to chat if you have any other feedback.  Just drop us a line to support@monese.com and we will call you back.The Monese Team",1355
"12238","davemajeks1966",NA,3,NA,2017-09-24,2017-09-24,TRUE,"MONESE have the innovations and …","MONESE have the innovations and effectiveness in all areas of there banking system.","Thanks a million for your kind words.  More innovations to come shortly.  😃",83
"12239","Anna Lena","https://user-images.trustpilot.com/589586620000ff000a73bb37/73x73.png",4,NA,2017-09-23,NA,FALSE,"I okh DG j","I okjhh hi klp ok jhgu",NA,22
"12240","Nicolae",NA,1,NA,2017-09-23,NA,TRUE,"Nice,reliable,& comfortable!!!","Nice,reliable,& comfortable!!!",NA,30
"12241","Tiago",NA,1,NA,2017-09-23,NA,TRUE,"Monese worked better than banks while I …","Monese worked better than banks while I was living in the UK. I would love to have Monese w/ a Maestro debit card in the Netherlands",NA,132
"12242","customer",NA,1,NA,2017-09-23,NA,TRUE,"amazing jhhhghbbhk  jbhbhbhbhbh  b …","amazing jhhhghbbhk  jbhbhbhbhbh  b bhbhbhbhbh  kbbbhbhhbbhj",NA,59
"12243","Constantin",NA,3,NA,2017-09-22,NA,TRUE,"I like Monese","I like Monese . It's a very good bank.",NA,38
"12244","Cruzito",NA,1,NA,2017-09-22,NA,TRUE,"💙💙💙","💙💙💙💙💙💙💙💙💙💙💙",NA,11
"12245","customerM237188",NA,1,NA,2017-09-21,NA,TRUE,"Sí siempre lo recomiendo","Sí.  Por supuesto excelente servicio y servicios.  Al tener su cuenta bancaria me a solucionado mucho mi vida in inglaterra.  Todo muy bien. Siempre la recomiendo. Gracias",NA,171
"12246","Robert",NA,1,NA,2017-09-21,NA,TRUE,"Money transfer","Money transfer between skrill and monese from 1 - 999 eur are the cheapest I ever met.",NA,86
"12247","customer",NA,2,NA,2017-09-21,NA,TRUE,"Great service easy set up and working …","Great service easy set up and working perfect. So far so good nothing bad to report",NA,83
"12248","customer",NA,1,NA,2017-09-21,NA,TRUE,"Perfect Service !!!!","Perfect Service !!!!",NA,20
"12249","Giedrius",NA,4,NA,2017-09-19,NA,TRUE,"Mr...","Ease use.I like this bank.Very good contract.Good payment fast transaction.",NA,75
"12250","Gonzalo",NA,1,NA,2017-09-19,NA,TRUE,"Muy bueno","Muy bueno Seguridad 100 por cien tranquilidad absoluta, puedo transferir donde quiera",NA,85
"12251","Chris merrill",NA,2,NA,2017-09-19,2017-09-19,FALSE,"Would 100% not trust this company I …","Would 100% not trust this company I have tried to make large withdrawal as my mum is unwell and we fly to Spain today they are doing anything they can to stop me havinf my money I have sent tons of id and things to them they still will not let me have my money I have told them if i do not get my money and miss my flight today I have contact a lovely journalist from the independent who is going to run a story to warn others","Hi Chris,We are sorry for any inconvenience.  The team who have already been in touch with you are ready to speak to you whenever you are ready.The Monese team",426
"12252","Meeko Kittika",NA,4,NA,2017-09-19,NA,TRUE,"Nice and simple account opening with …","Nice and simple account opening with just a photo of my passport. Cards arrived within a few days. Simple transferring to the account and between cards. Good rates. Instant account number for GBP and IBAN for EURO accounts.Can't find fault.",NA,240
"12253","customer",NA,2,NA,2017-09-19,NA,TRUE,"Really happy with the service and …","Really happy with the service and products I have received.",NA,59
"12254","Stan Og","https://user-images.trustpilot.com/58f809230000ff000a8ef63c/73x73.png",4,NA,2017-09-19,NA,TRUE,"Very nice app to use thank you so much …","Very nice app to use thank you so much for the opportunity",NA,58
"12255","Ivan",NA,1,NA,2017-09-18,NA,TRUE,"Awsome","Really good, easy and flexible!",NA,31
"12256","customer",NA,2,NA,2017-09-18,NA,TRUE,"I liked very much","I liked very much, very simple.",NA,31
"12257","Einars Silde",NA,1,NA,2017-09-18,NA,TRUE,"I am happy to use monese accout.","I am happy to use monese accout.Till these moment never have any problems and support services was in very good level!",NA,118
"12258","D.WILLIS",NA,1,NA,2017-09-18,NA,TRUE,"Very efficient and polite service","Very efficient and polite service. Have already recommended to friends. Yet to set up direct debits etc but app looks very easy to use so don't anticipate any issues. Enjoy",NA,172
"12259","Binyamin",NA,4,NA,2017-09-18,NA,TRUE,"Comes in handy","Its very easy to use, very user friendly and very practicaly functional.",NA,72
"12260","Pavel",NA,1,NA,2017-09-18,NA,TRUE,"Workd good for me..","Workd good for me..",NA,19
"12261","Victor A",NA,8,NA,2017-09-18,NA,TRUE,"Each pound is charged 9 p","Each pound is charged 9 p",NA,25
"12262","Flanur lama",NA,1,NA,2017-09-18,NA,TRUE,"It's really the best bank account I …","It's really the best bank account I ever had",NA,44
"12263","customer",NA,1,NA,2017-09-17,NA,TRUE,"hello","Göööooooooood",NA,13
"12264","customer Jefferson",NA,3,NA,2017-09-17,2017-09-17,TRUE,"I need more time to have more …","I need more time to have more information about this account.","We can completely understand that.  😃   Love to know your thoughts when you have had some time.",61
"12265","Preben",NA,1,NA,2017-09-17,2017-09-17,TRUE,"Serious and customer friendly!","Serious and customer friendly!","Thanks Preben  😃",30
"12266","customer",NA,1,NA,2017-09-17,2017-09-17,TRUE,"Quick setup and helpfull staff right on …","Quick setup and helpfull staff right on time.","Great that you are all up and running.The Monese Team",45
"12267","Michael",NA,4,NA,2017-09-17,2017-09-17,TRUE,"The Staff are very helpful","The Staff are very helpful and the application process was for me a bit long as you have to take photo of documents and if there not right then they can't accept them. You do have the option of video call which is good. Overall am a newbie and time will tell .","Thanks Michael.  Keep us posted on how you get on.",260
"12268","Rogelio",NA,1,NA,2017-09-17,2017-09-17,TRUE,"Easy and quick","Easy and quick. everything i was expecting","Thanks Rogelio.  👍",42
"12269","Khanh",NA,1,NA,2017-09-17,2017-09-17,TRUE,"Monese is really convenient and easy to …","Monese is really convenient and easy to use","We like to think so.  😁",43
"12270","Lars",NA,2,NA,2017-09-17,2017-09-17,TRUE,"Perfect","A really quick, good and easy service!","Thank you Lars.  We always appreciate our customers taking the time to leave a review.",38
"12271","Prakash",NA,1,NA,2017-09-17,2017-09-17,TRUE,"Really waiting for monzo current …","Really waiting for monzo current account!","Then we will be happy for however long you are with us Prakash.  You never know........you might find our mixture of great service (including phone support), easy to use app and transparent pricing a winning combination.",41
"12272","customer alan",NA,2,NA,2017-09-17,2017-09-17,TRUE,"Opening account really easy recieved …","Opening account really easy recieved card in 3days","We try to be super speedy",50
"12273","Mahmoud",NA,1,NA,2017-09-17,2017-09-17,TRUE,"It's great to have it","It's great to have it","Hi Mahmoud - Thanks for your kind words.  Just checking that you meant to leave 1 star (the lowest score) as it didn't seem to fit with what you wrote.ThanksThe Monese Team",21
"12274","Jv",NA,1,NA,2017-09-17,2017-09-17,TRUE,"It's really helpful ....very quick","It's really helpful ....very quick","👍",34
"12275","Joška Lacina","https://user-images.trustpilot.com/59bdf30a0000ff000aca1bdb/73x73.png",1,NA,2017-09-17,2017-09-17,FALSE,"Dobrý","Dobrý si myslím","👍",15
"12276","Arno Skipars",NA,1,NA,2017-09-16,2017-09-17,TRUE,"Still trying","So far, so good!","Great to hear!",16
"12277","customer",NA,1,NA,2017-09-16,2017-09-17,TRUE,"Beakose i cant take out mony from chash …","Beakose i cant take out mony from chash machine monese not tell me obout thit a cant not take out me salery from work","Hi there - if you can contact our support team at support@monese.com and let them know a bit more information about your issue, they would be very happy to track it down for you.",117
"12278","customer romania",NA,1,NA,2017-09-16,2017-09-17,TRUE,"Ok good","Great job, i hope the commision to he low","We have some of the lowest rates anywhere in Europe - so hopefully it all works well.  😀",41
"12279","Florin Silviu ifrim",NA,1,NA,2017-09-16,2017-09-17,TRUE,"Da cu siguranta voi recomanda","Da cu siguranta voi recomand","😃",28
"12280","customer",NA,1,NA,2017-09-16,2017-09-17,TRUE,"Best Account for new starters!!!","Best Account for new starters!!!","We do try to make it easy.  😀",32
"12281","customer",NA,1,NA,2017-09-16,2017-09-17,TRUE,"Iki.","Hi I found Monese to be the best online banking With very less fee .Highly recommended","Thank you for your kind words.  The Monese team",86
"12282","Nerijus Nastuzinas",NA,2,NA,2017-09-16,2017-09-17,TRUE,"Perfect.i like this bank.you can see …","Perfect.i like this bank.you can see all time balance","👍",53
"12283","Mark",NA,2,NA,2017-09-15,2017-09-17,TRUE,"Prefer a monese account than any high …","Prefer a monese account than any high street banks.","High praise indeed Mark!  Thank you.  😀",51
"12284","customer",NA,1,NA,2017-09-15,2017-09-17,TRUE,"Perfect,recomended to all","Perfect,recomended to all","Thank you",25
"12285","customer",NA,1,NA,2017-09-15,2017-09-17,TRUE,"They were always good but  since being …","They were always good but  since being able to pay money it at the Post Office they e reached new heights. I live and work between Spain and London so have both a Euro and  Sterling accounts.","Great to know that our new dual accounts are working for you.",191
"12286","customer",NA,1,NA,2017-09-15,2017-09-17,TRUE,"Banking made easy","Very easy to open account, fast card delivery, an app that works really well and updates all transactions instantly. Had no issues with it until now.Get £5 for free when you open a Monese account & deposit money. Just use my referral code, HL9LUKTS. Check on Google Play and the App store.","Great to hear.",289
"12287","Michael John",NA,1,NA,2017-09-15,2017-09-17,TRUE,"New Customer - Fantastic First Impressions","Early 5 star review as I'm a very new customer however, first impressions are extremely good and they are rarely wrong. Set up of the account through their simple and user friendly  app was a dream. I felt confident with the security and accuracy of the identity verification process and comms were reassuring, detailed and jargon free. Following the approval of my application the order & issue of my debit card was simple and super fast. Card verification and PIN notification was instant. I have now requested a funds transfer and true to form, the high street issuer is dragging its feet.The days of the Big Four are numbered if this is the future of banking and it can't come soon enough for this satisfied customer. Download with confidence and experience what you've been missing and deserved for so long.","Thanks for taking the time to leave such a thorough review Michael.  We always appreciate our customers taking time out of their busy lives to tell us how they feel about Monese.Do get in touch with our support team if you have any questions.The Monese team",812
"12288","customer",NA,1,NA,2017-09-15,2017-09-17,TRUE,"Very nice","Very nice, very faster, very just","😃",33
"12289","Robert",NA,1,NA,2017-09-15,2017-09-17,TRUE,"Excellent","Excellent! Congratulations, Monese!","Thanks Robert.",35
"12290","davis ozolins","https://user-images.trustpilot.com/59bbe63e0000ff000ac9a10b/73x73.png",2,NA,2017-09-15,2017-09-17,FALSE,"Would be 5 stars if I could use my card …","Would be 5 stars if I could use my card with Apple Pay , everything else is fine.","It's coming..............  😀",81
"12291","Alessandro",NA,2,NA,2017-09-15,2017-09-17,TRUE,"Easy to use and intuitive","Easy to use and intuitive","Great to know that you find it easy - that's always our aim.",25
"12292","customer",NA,1,NA,2017-09-15,2017-09-17,TRUE,"Very Nice app","Very Nice app","Thank you 😀",13
"12293","Hasham Azam",NA,1,NA,2017-09-15,2017-09-17,TRUE,"great  service very reliable thank you","great  service very reliable thank you","Absolutely our pleasure 👍",38
"12294","Oleksandr Kukhar",NA,1,NA,2017-09-15,2017-09-17,TRUE,"The best bank","The best bank","😃",13
"12295","customer",NA,1,NA,2017-09-15,2017-09-17,TRUE,"Good service i like it","Good service i like it","And we are very glad that you do.",22
"12296","customer",NA,1,NA,2017-09-15,2017-09-17,TRUE,"Got the debit card in 2 days very …","Got the debit card in 2 days very reliable monthly fee is fair","😃   Great to hear that it's working well for you",62
"12297","Antony",NA,1,NA,2017-09-15,2017-09-17,TRUE,"Good  service","Okkkkkkkkkkkkk","😃",14
"12298","Andy",NA,1,NA,2017-09-15,2017-09-17,TRUE,"Great company!","Great company!","Thanks Andy",14
"12299","Viktors  Krivencovs",NA,2,NA,2017-09-15,2017-09-15,TRUE,"Very friendly staff","Very friendly staff, easy to open and as i live in the UK plenty of ways how to get money in to your account. Keep ot up Monese!","Thank you so much, Viktors. Aiming to be even better! :)",128
"12300","Maximo Desarrollo Ltd",NA,1,NA,2017-09-15,2017-09-15,TRUE,"Excellent app easy to use and easy to …","Excellent app easy to use and easy to work","Thank you 👍",42
"12301","customer",NA,1,NA,2017-09-15,2017-09-15,TRUE,"Nice bank","Nice bank, thanks","We are glad to have you with us! Thanks! :)",17
"12302","customer",NA,1,NA,2017-09-14,2017-09-15,TRUE,"It would be better if you were able to …","It would be better if you were able to provide credit to customers and currency exchange (providing multi-currency account) :)Edit: So, might I be able to have two different amounts in two different currencies, respectively, at the same time? I think not, EUR payments would be converted into GBPEdit: The app tells me that any amount I receive though the EUR account would be converted to GBP :-/Edit: Nice :-P. Some new questions from this computer engineer: how could I see which amount do I have in EUR and which one do I have in GBP? and how could I exchange from GBP to EUR and vice versa? (I guess that sending from one account to another? So I would be paying the exchange fee each time I want to exchange even if the money stays in monese)Another important thing is not to forget about people that cannot update their Android/iOS system anymore. Revolut, your main competitor, has just forgotten in their new app update about people that have an Android version of 4.2.2 and cannot upgrade the system... This might be very tech/analytical point of view. Anyways I'm opened to give you more feedback for free. Maybe through other mean rather than this one :-P","Edit: Darn! Yes - that is a text error ready for fixing in our next release.  😱  We can guarantee that if you put Euros into your Euro IBAN account they will be Euros until you transfer them out.Edit: You can hold Euro in your Euro account and GBP in your GBP account and transfer instantly between them so you always have either currency available.Edit:  Got it!  You can have a GBP and Euro account (so you get a bank account - not just a multi-currency card) now - all included in one monthly fee, but let us know what other currencies you are afterWe are pleased to say that you can send money from either our UK or European accounts to 12 other major currencies at some of the cheapest rates in the market.Credit is on the way.  😃",1167
"12303","Adrian Palmer Edwards",NA,1,NA,2017-09-14,2017-09-14,TRUE,"Simply the Best.","Simply the Best.Monese is probably the best Bank I've used everything is kept simple and very straightforward. Whatever your problem you can message the support staff off your smartphone and have an answer within minutes. And now since the upgrade it's even better, with all the big Banks closing their branches, Monese is the way forward for us all. I'm recommending Monese to everyone as they are excellent.","Hi Adrian - thanks for talking about us in such glowing terms.  We will work hard to ensure we can live up to your kind words.  Please do get in touch if you need anything.",409
"12304","customer",NA,1,NA,2017-09-14,2017-09-14,TRUE,"great job monese","great job monese","Thank you 👍",16
"12305","Svilen Pavlov",NA,1,NA,2017-09-14,2017-09-14,TRUE,"The Monese company is great","The Monese company is great. I benefit form the services they offer. Their support is quick to react and helpful.","That is always the aim Svilen.  Thanks for leaving a review.The Monese team",113
"12306","customer",NA,2,NA,2017-09-13,2017-09-14,TRUE,"Very Good Service No Hassle","Very Good Service No Hassle","👍",27
"12307","customer",NA,1,NA,2017-09-13,2017-09-14,TRUE,"So far so good!","So far so good!","Great to hear that.  🎉",15
