"","name","image","reviewCount","rating","publishedDate","respondDate","verifiedOrder","title","content","reply","contentLength"
"1496","Ian",NA,7,NA,2019-08-05,NA,TRUE,"Monzo-A great way to bank","Joined a few years ago after a review on Martin Lewis when it was a holiday card. A fantastic way to bank. So easy to use and the app has a great interface. Speaking to someone via chat is easy and they were very responsive.Would highly recommend",NA,246
"1497","Ringle",NA,4,NA,2019-08-05,NA,FALSE,"Really good card","Really good card and much better than Revolut. It would be even better if you could recharge with a debit card as otherwise you can run out at the weekend with no way of using it till Monday",NA,190
"1498","Josh",NA,1,NA,2019-08-05,NA,TRUE,"Really quick reliable and customer…","Really quick reliable and customer service is extremely helpful.",NA,64
"1499","Bianca Dowling",NA,1,NA,2019-08-05,NA,TRUE,"I love everything about Monzo","I love everything about Monzo. The transparency of the brand and the product. It allows me to know exactly what I am spending by category. I love the community element, they truly invite feedback and act on it.",NA,210
"1500","Janice",NA,2,NA,2019-08-05,NA,TRUE,"Good helpful staff quick notifications…","Good helpful staff quick notifications in snd out",NA,49
"1501","Samuel Kidane","https://user-images.trustpilot.com/5d4806f7705d034503b83727/73x73.png",1,NA,2019-08-05,NA,FALSE,"Amazing app and great customer service","Had a problem with a transaction that I did not approve. Emma helped me by telling me exactly how to retrieve the money and thanks to her I had a lovely Monday. Would recommend Monzo to all my friends and family and to everyone.",NA,228
"1502","Niall Doran","https://user-images.trustpilot.com/5d47eb8e9e5507682abbe03c/73x73.png",1,NA,2019-08-05,NA,FALSE,"Would not recommend due to poor customer service","Banking with Monzo was brilliant until I had an issue. I was robbed twice in the space of a month, with money being taken from my card on both occasions. Monzo were helpful in the first instance but on the second occasion refused to look into the matter and decided to close my account. On a number of occasions, I had to follow up with Monzo as they had ignored my emails.",NA,373
"1503","Tom S",NA,2,NA,2019-08-05,NA,TRUE,"Bank of the Future","Excellent App. Fully digital and far superior to any bank I had previously used. All monies in and out are fully trackable and any queries on payments are dealt with by chat messaging within minutes. Don’t need to call and be on hold for hours!Great way to section money for different purposes (holidays, savings, bills, personal). Swapped both the personal and joint accounts over to Monzo. Would highly recommend.",NA,415
"1504","Gabriel Omosebi",NA,1,NA,2019-08-05,NA,TRUE,"Easy to use","Easy to use, I really like Monzo",NA,32
"1505","Jesse-May Mccowan",NA,1,NA,2019-08-05,NA,TRUE,"I not gonna likes applied for monzo …","I not gonna likes applied for monzo  for one reason and one only so I could have orange bank card",NA,97
"1506","Damon Doolan",NA,1,NA,2019-08-04,NA,TRUE,"Good","Good banking app",NA,16
"1507","Francesco Ciannella",NA,1,NA,2019-08-04,NA,TRUE,"Great","Very Great , I love it",NA,22
"1508","Harry",NA,4,NA,2019-08-04,NA,FALSE,"Best bank going","Best bank going",NA,15
"1509","Sammie Oluwaseyi",NA,1,NA,2019-08-04,NA,TRUE,"Best Banking Experience ever","Best Banking Experience ever",NA,28
"1510","Joel Miller",NA,1,NA,2019-08-04,NA,TRUE,"Brilliant banking experience","Brilliant banking experience",NA,28
"1511","Mike Waddell",NA,1,NA,2019-08-04,NA,TRUE,"Happy customer","Fantastic platform with innovative tools that help you to gain control of your finances.",NA,88
"1512","Erik Plas","https://user-images.trustpilot.com/59044c370000ff000a9274fd/73x73.png",2,NA,2019-08-04,NA,TRUE,"Its easy to use and not very rigid.","Its easy to use and not very rigid.",NA,35
"1513","Pedro Araújo",NA,1,NA,2019-08-04,2019-08-06,TRUE,"I will only give two star","I will only give two star.  why monzo is not working","Hi Pedro, we're sorry to hear things aren't working for you at the moment. We'd love to talk to you about this experience to see if there's anything we can do to help. Please drop us a message through the app.",52
"1514","S. G.T.",NA,2,NA,2019-08-04,NA,FALSE,"Breath of fresh air..","So, at first I was really skeptical of Monzo after reading poor reviews but it seems the chance I've took opening an account has paid off. Excellent service and the app is fantastic, so I thought I'd post my review in here. 2 months has gone by and not once has my account been frozen, stopped or any other troubles that was mentioned in the poor reviews I'd read. In fact, I've been transferring monies to my family, shopping with PayPal, getting other money paid into my account on almost a daily basis and everything has gone better than easy. The ease of using the app is second to none. Cheers Monzo, and glad I found you!",NA,627
"1515","Rumana Sayeem",NA,8,NA,2019-08-04,NA,TRUE,"Excellent","Excellent way of knowing ur balance",NA,35
"1516","David Brown",NA,1,NA,2019-08-04,NA,TRUE,"Best Bank Ever!","The best bank I have every been with! There customer support is simply fantastic.",NA,81
"1517","Kian Fowell",NA,1,NA,2019-08-04,NA,TRUE,"Any problem? Monzo’s the answer😝","Everytime I have a dilemma or would like you to do something on behalf of me you always go that extra mile and I’m grateful for that. Thank you Monzo",NA,149
"1518","David Sarkar",NA,3,NA,2019-08-04,NA,TRUE,"Great app","Great app. Could do with an iPad app and a Credit Card please. 👍😃",NA,65
"1519","Majic_Brighton",NA,2,NA,2019-08-04,NA,TRUE,"Monzo is the future.","This is a bank card, app, customer service, budgeting tool for the 21st century and it’s the future. After a few days of using the card, I stopped using the other 4 accounts I had transferred all my DDs and savings. The saving pots are excellent. And everything is very clear. I am much more aware of my current balance and I would recommend this to others without hesitation.",NA,376
"1520","Kirsty Trindade",NA,1,NA,2019-08-03,NA,TRUE,"Disappointed","I am disappointed and dismayed at Monzo’s response to a recent situation where I was a victim to a fraud whereby the fraudster claimed to be my trusted bank Monzo. Consequently Monzo refused to reimbursed me the large amount of money that was robbed.I am now very suspicious of Monzo’s ability and resource to keep my account safe and after being a loyal customer and advocate I will no longer recommend Monzo’s services.",NA,421
"1521","Kyle Ashford",NA,1,NA,2019-08-03,NA,TRUE,"So good","So good, can keep track of everything",NA,37
"1522","Freddie Blunden",NA,1,NA,2019-08-03,NA,TRUE,"The perfect bank","Monzo is by far my favoured bank to use in the U.K. and also when I go abroad. I have also recently opened a joint account for the purpose of paying my mortgage. Monzo is the perfect banking solution for me.",NA,207
"1523","Passy Bigirimana",NA,1,NA,2019-08-03,NA,TRUE,"Fastest","Fastest online banking I have used",NA,34
"1524","Louise Wilkinson",NA,1,NA,2019-08-03,NA,TRUE,"Helped me save £200 in my first month!! changed how I bank forever","Helped me save £200 in my first month!!",NA,39
"1525","Lluis",NA,1,NA,2019-08-03,NA,TRUE,"Excellent usabillity","Excellent usabillity, really easy to use. It is a pittu that its credit history is not still officially recognized.",NA,115
"1526","Jay Harris",NA,10,NA,2019-08-03,2019-08-06,FALSE,"Awful bank","Awful bank! Was great to start with until I fell victim to fraud! With Monzo you suffer the loses and become out of pocket completely! Do not transfer your hard earned cash to this service as your money is not safe! There’s a high percentage of people that have suffered this fate. Stay with your trusted high street bank where your money is safe!","Hi Jay, we're sorry to hear about what's happened here. If you haven't already, please drop us a message at help@monzo.com with the details about what happened and we'll see what we can do to help.",347
"1527","Jessiblu",NA,1,NA,2019-08-03,NA,TRUE,"Brilliant bank","Brilliant bank and keeps Upto date, the only problem I have is depositing money as most pay points the cashiers don’t know how to do it",NA,135
"1528","Kekay Giles",NA,1,NA,2019-08-03,2019-08-06,FALSE,"URGENT!!","URGENT!!! DO NOT use monzo Bank They Close your account without any reason and Your not allowed to touch Your OWN money at all!! It been since Wednesday and they still ain't done anything about it! This bank is not legit they keep your own money!! DO NOT USE MONZO! I've been without money since Wednesday no food or rent and they offer you to a homeless shelter and food banks When.You've got money in your account But unable to touch Because of the Bank DO NOT USE MONZO!!","Hi, we can't give you any more information about your account here on Trustpilot. But here's some more information about why banks sometimes freeze or block accounts: https://monzo.com/blog/2019/04/04/why-we-block-freeze-close-monzo-accounts/",474
"1529","Rachael Nay","https://user-images.trustpilot.com/5d1336b658c87b6c0746e00f/73x73.png",2,NA,2019-08-03,NA,FALSE,"Monzo is great","Monzo is great! Would highly recommend, from saving using pots and getting interest on your money, calculating how much your getting out of your saving pots to helping you budget! Absolutely love it and would recommend!Check themoneyshed for referrals, and take referral from someone in 2019, hence they're still active for you to receive your £5HAPPY SAVINGS!!",NA,361
"1530","G G",NA,1,NA,2019-08-02,NA,TRUE,"Monzo is amazing","Monzo is amazing! You are able to see what you have paid for instantly has you receive a notification on your phone. It is able to calculate exactly what you have spent in a day even without you having to do a thing! It gives you a lovely notification when you have arrived back home too :) I honestly recommend monzo to anyone! They are doing EVERYTHING RIGHT.",NA,361
"1531","Miss A Milne",NA,1,NA,2019-08-02,NA,FALSE,"Due to the Bank Holiday in Scotland and…","Due to the Bank Holiday in Scotland and Got my pay in early but Monzo is holding it the money is in my account but they are not giving me my money tell my payday I do not about how English Banks Holidays works but in Scotland if our payday lands on a Bank Holiday we get it early but they are holding it my pay in but I can’t get it till the date it due and I don’t think this is fair at all just warn people payday lands on bank holiday you don’t get it early with Monzo",NA,471
"1532","Vicky Allen",NA,1,NA,2019-08-02,2019-08-06,FALSE,"Absolutely terrible.","Absolutely terrible.So last saturday I went to the supermarket with my 2 kiddies & my 1 year old niece put all my items in my trolly let the kids choose a treat, get to the checkout use my monzo card 'DECLIED' the embarrassment I felt was mortifying stud there with 3 children a trolly full of shopping and a shop full of people. Monzo decided it would be ok for them to uust freeze my account and close it with no explanation and no warning. All the money I had for 1 week was in that monzo account. The children were hungry I had no money to buy them lunch. I messaged monzo via chat to us on the app to recieve the same automated messages telling me how there is nothing they can do and how a specialist is looking into it. They had litrally NO reason to shut down my account I had direct debits linked to this account. I explained to monzo I have children its the school holidays and I have no money. They then suggested. Wait for it.........They suggested I contact a local food bank.Are they taking the mick?Like is this company for real?I have money to feed my children sitting in my monzo account. They have just decided I cant withdraw what is mine insted they suggest I contact a food bank. Im sure food banks wont be happy with everybody sent to them because of monzo. There is people who genuinely need food banks. Anyway Ive came to a realisation with monzo. What I have noticed is that people with a significant amount of money in the bank seem to be waiting up to 12 months to receive they're money back. Yet people with smaller amounts seem to have their money refunded within days. It seems as if Monzo are keeping peoples money hostage so they can make money off the interest. This is robbery and this should be illegal. Hundreds of people are leaving reviews saying the exact same thing. Something is not right. Stay away from monzo let this company go bust they leave familys unable to eat and theyve prevented people from going on holiday. Avoid them. They are thieves. They then logged me out of the app and closed down my whole account so I was unable to chat to them. When trying to call the number is gets hung up straight away. This company is run by robots. The BBC rip off Britain are also investigating this sham company. They need bringing down with immediate effect.","Hello Vicky, we're afraid that we can't give any more information about why we closed your account here on Trustpilot. We're a regulated bank, which means we have to follow rules from the FCA around what we can say. But we don't close accounts without a good reason, and we do everything we can to make sure that people aren't left in a bad situation.",2297
"1533","Christina Faith",NA,1,NA,2019-08-02,NA,TRUE,"Genuinely great banking","Easy to use, great overdraft, and gorgeous card! Really helps with both short-term and long-term saving plans. I also love how the app can summarise what I spend most on.",NA,170
"1534","TW",NA,1,NA,2019-08-02,NA,TRUE,"I love using Monzo","I love using Monzo! It truly has revolutionised my finances 🤑 Not only do I feel so much more in control of my money, I also appreciate the customer care 👏🏽",NA,156
"1535","Gary Drew",NA,1,NA,2019-08-02,NA,FALSE,"Terrible bank","Terrible bank, they allow you to bank your salary and then on 3 occasions STOP you taking money out the account, until they check it’s legal, but you have to spend hours proving your salary from a main U.K. bank is legal, the bank are useless, they are truly the worst bank ever, I have used online banks for years and been paid the same way, never before has this happened like it does with Monzo. I would strongly suggest you bank elsewhere, they will also tell you it’s a banking rule to stop and freeze accounts, but that is a total lie, not in the way they do it, fair enough if it was overseas shady money or cash payments, but the money came into my account from other U.K. banks....I have to say these are the worst banks ever",NA,734
"1536","Karen Stenning",NA,1,NA,2019-08-02,NA,TRUE,"Wouldn’t use another bank now ......","Love all the features and help with budgeting and it’s super easy to use.",NA,73
"1537","Tim Kimber",NA,1,NA,2019-08-02,2019-08-06,TRUE,"This was a good service until...","This was a good service until I needed a new card urgently and monzo promised a special delivery, but forgot to do it leaving me without a card for my holiday (precisely the reason I started with Monzo)","Hi Tim, we're really sorry we couldn't get your new card to you in time and it spoiled your holiday. Please drop us a message through the app about it and we'll see if we can do anything to put things right.",202
"1538","Ali-kolma Turay",NA,1,NA,2019-08-02,NA,TRUE,"Live chat is really helpful and makes…","Live chat is really helpful and makes your life easier whenever you have a problem with you account",NA,99
"1539","Rhianna",NA,3,NA,2019-08-02,NA,TRUE,"The best bank I’ve ever used","The best bank I’ve ever used! So user friendly and so many awesome features. All my savings are in different pots for different things, it’s helped me go from spending £200 over my wage every month to saving £200 every month and still being under budget. Honestly couldn’t recommend it enough! I’ll be going full Monzo as soon as my overdraft is paid off on my current Barclays account!",NA,386
"1540","Andrew Hockley","https://user-images.trustpilot.com/5c76fd29eef5569a4c8bfa46/73x73.png",1,NA,2019-08-02,NA,TRUE,"Best bank ever!","Best bank ever!",NA,15
"1541","Alice Donald",NA,1,NA,2019-08-02,NA,TRUE,"It’s very straightforward and easy to…","It’s very straightforward and easy to use. You can top up anywhere. It works perfectly",NA,86
"1542","Split710","https://user-images.trustpilot.com/5693da270000ff0001fb4035/73x73.png",17,NA,2019-08-02,NA,FALSE,"I opened this account in England during…","I opened this account in England during my time in London.  Now I'm back in Italy.  Please open a Monzo bank also in Italy!!!",NA,125
"1543","Harjeet Bahal",NA,1,NA,2019-08-02,NA,TRUE,"Excellent Very Happy with Monzo","Excellent Very Happy with Monzo",NA,31
"1544","Roslyn Casey",NA,7,NA,2019-08-01,NA,FALSE,"I swapped my banking over to monzo…","I swapped my banking over to monzo based on a friends review. The sign up process was so easy providing you have the right information. I love the fact you can see all your direct debits, when they're due and when they're upcoming. It itemises things in a way no other bank does. I got my £5 sign up bonus tonight. I hope my partner gets his for referring me :) you can set up pots and lock them to a certain date, and name what they are for. If someone sends you money you can even say thank you to them on the app and provide receipts in case you need proof to show them something for a purchase you've made. It even shows the location of shops you have spent in which would be a handy feature should you have lost the card which you can also freeze and unfreeze. The only slightly depressing thing is seeing all my direct debits lol Monzo, I am looking forward to see if my idea I sent to you comes on the ""in the future tab "" I wouldn't mind also monzo if you speeded up the chat wait time as it could take 2-3 hours before your through to someone is the only complaint I'd have really. Oh, also forgot to mention the round up feature is very good say you spend £1.01 in shop the 99p goes straight into your savings pot, you dont even miss it! I now have 1% of my target goal saved, wish me luck, thanks monzolians!",NA,1319
"1545","Debbie Barnes",NA,1,NA,2019-08-01,2019-08-02,FALSE,"Patronising and useless","Never have I been so patronised by a customer service team. Currently there is £500+ missing from my account following a failed transaction. I have been told there is nothing they can do, but I should have a lovely evening! Passed around 4 different team members so far and am still waiting to speak with a manager, this has been going on for almost three hours. This is completely unacceptable, poor, poor, poor service. DO NOT USE.","Hi Debbie, we're sorry to hear you've had a bad experience here. It sounds like our team are already on the case but unfortunately there are times where we can't do anything more to help.",433
"1546","Riccardo Mantio",NA,3,NA,2019-08-01,NA,TRUE,"Fintech unicorn that gets UX and CX","Fintech unicorn that gets UX and CX. A triumph !",NA,48
"1547","MEG",NA,1,NA,2019-08-01,NA,TRUE,"verrrrryy handy","I found the Monzo card perfect for everything I needed from a card on my trip to Jamaica",NA,88
"1548","Michelle Mcleish",NA,3,NA,2019-08-01,NA,TRUE,"So clear and easy to use","So clear and easy to use.  Really good security and quick.  No charges for using card abroad which was why I chose this account.  Love saving with the round up pot and penny pot.   Just good to use",NA,197
"1549","William Riley",NA,1,NA,2019-08-01,NA,TRUE,"amazing way to keep on top of my money","amazing way to keep on top of my money",NA,38
"1550","Lannylan47",NA,1,NA,2019-08-01,NA,TRUE,"Very convenient to use.","Very convenient to use.",NA,23
"1551","Emily",NA,1,NA,2019-08-01,NA,TRUE,"Absolutely brilliant way to manage your…","Absolutely brilliant way to manage your money. I recommend it to everyone !",NA,75
"1552","Angry customer",NA,1,NA,2019-08-01,2019-08-01,TRUE,"Terrible customer service","The customer service team are neither helpful or considerate.","Hi there, we're really sorry to hear you've had a bad experience with us. We'd love to help turn this around, so please drop us another message through the in-app chat and we'll try to do better.",61
"1553","Ciara Meehan",NA,2,NA,2019-08-01,NA,TRUE,"So easy to use","So easy to use",NA,14
"1554","Jose Andrade",NA,1,NA,2019-08-01,NA,TRUE,"Good service","Good service",NA,12
"1555","Stephanie Ciarfella",NA,1,NA,2019-08-01,NA,TRUE,"My first UK bank.","Begun with Monzo by recomendación of a friend, and I can say that it’s the best, easy to handle, not complicated bank. The answer fast when you need help. Everything in one app. Definitely my best option.",NA,204
"1556","Miss Laura Williamson",NA,2,NA,2019-08-01,NA,TRUE,"Brill!","I was a bit sceptical switching at first as there is no branch to go into but Monzo have put all my worries to bed as any time I have a query or problem they respond on the live chat promptly and quickly resolve any problems! Also so easy to save and view your finances easily!",NA,277
"1557","Heaven-Angelia Dixon-Phelps",NA,1,NA,2019-08-01,NA,TRUE,"I love this app","I love this app, it's helping me save so much money and I don't really notice the money coming out of my bank",NA,109
"1558","Shaun Johnson",NA,1,NA,2019-08-01,NA,TRUE,"The best bank I’ve ever been with!","The best bank I’ve ever been with! Amazing services especially customer service!!! Will not bank else where, ###MONZO 4 LIFE ###",NA,128
"1559","Alice",NA,2,NA,2019-08-01,NA,TRUE,"So much better than a regular bank","So much better than a regular bank",NA,34
"1560","Michelle Alexander",NA,2,NA,2019-07-31,NA,TRUE,"Easy to use and transfer to friends","Easy to use and transfer to friends, love the App that tells you instantly about payments made or received",NA,106
"1561","christopher copland",NA,2,NA,2019-07-31,NA,FALSE,"Honestly the best banking app ever","Honestly the best banking app ever, after all these years with natwest i have just changed over. Plus you get £5 for signing up.Use my referal code :-dqfpbrq",NA,157
"1562","HASNAA Alaazemi",NA,1,NA,2019-07-31,NA,TRUE,"Love Monzo","Love Monzo  so much it's something else in the banking 😍⚡️",NA,58
"1563","Steven Green","https://user-images.trustpilot.com/5cdc1536e002fe3dcb172a42/73x73.png",2,NA,2019-07-31,NA,TRUE,"Wouldn’t consider any other bank","Wouldn’t consider any other bank! 👍🏻",NA,36
"1564","Kevin de Vries",NA,1,NA,2019-07-31,NA,TRUE,"Nice bank","Is a very nice bank, a bit of little problems but always fastly resolvable thanks to the assistance team, well Done",NA,115
"1565","Ash 98","https://user-images.trustpilot.com/5d3f53ee6d458fd4b3c0d1a5/73x73.png",1,NA,2019-07-30,2019-07-31,FALSE,"Monzo is worst Bank I have ever seen","Monzo is worst Bank I have ever seen, I was on the way from Glasgow to London, monzo bank blocked my account for no reason and without notice, I had problem for my fuel expense in petrol station , NEVER TRUST MONZO BANK",NA,219
"1566","Erifili",NA,3,NA,2019-07-30,NA,TRUE,"I’m more than happy with my Monzo…","I’m more than happy with my Monzo accountI have other banks in use as wellBut Monzo is my favorite! Best team ever,professional and qualified,very helpful team,amazing Bank! Won’t change it for nothing in the world 😍","Hello, we're afraid that we can't give any more information about why we closed your account here on Trustpilot. We're a regulated bank, which means we have to follow rules from the FCA around what we can say. But we don't close accounts without a good reason, and we do everything we can to make sure that people aren't left in a bad situation.",216
"1567","Kleybiany Manoela","https://user-images.trustpilot.com/5d4083b45807065a00ae5053/73x73.png",1,NA,2019-07-30,2019-07-31,FALSE,"Please don’t open this rubbish account","Please don’t open this rubbish account! Monzo has closed my account for no reason! I only had small amount of money in my account and they said they would return my money after 4 weeks! They are using people’s money for their own interests",NA,239
"1568","Claire Dienye",NA,1,NA,2019-07-30,NA,TRUE,"Amazing","Very good service and company Customer service is good","Hello, we're afraid that we can't give any more information about why we closed your account here on Trustpilot. We're a regulated bank, which means we have to follow rules from the FCA around what we can say. But we don't close accounts without a good reason, and we do everything we can to make sure that people aren't left in a bad situation.",54
"1569","Keely-Jane Watson",NA,1,NA,2019-07-30,NA,TRUE,"Absolutely amazing bank","Absolutely amazing bank. Communication is fantastic and the app is just amazing. It was that good, we set up a joint account after having our personal accounts for only a couple of days. Thanks Monzo, you’ve changed banking for the better!",NA,239
"1570","Sachelle Chambers",NA,1,NA,2019-07-30,NA,TRUE,"Great experience","Great experience",NA,16
"1571","Mr Elmahdi",NA,2,NA,2019-07-30,NA,TRUE,"Good bank with excellent customer…","Good bank with excellent customer service.",NA,42
"1572","Stephanie S",NA,1,NA,2019-07-30,NA,TRUE,"Best customer service and so easy to…","Best customer service and so easy to use! Best bank ever",NA,56
"1573","Mrs Christine Stringer",NA,2,NA,2019-07-30,NA,TRUE,"Love it","Love how quick and easy this is and helps me save as well - it’s win win (or ka-ching ka-ching!)",NA,96
"1574","Gareth Griffiths","https://user-images.trustpilot.com/5a0f2a5c0000ff000ae3e001/73x73.png",6,NA,2019-07-30,2019-07-30,TRUE,"UPSET AND HEARTBROKEN","I had a large refund made to my account in the 23 July. It was paid in to my Monzo and I had no reason to worry, or so I thought. There was a important aspect for the need of the money. I had recently lost my mum and was going to place her ashes away. I had brought a second hand car and the money was for the deposit. I was using the car to travel up the country to do so. Given the money has not been received and me giving them the ARN details they have left me so angry and upset and just followed a pathetic script. Still no call back from the Advocacy Team and I’m accused of being abusive because I said Bloody. I have read other reviews of MONZO and it seems that if you complain they close your account and that they can’t handle large amounts of money. MONZO I have asked for your complaints process and really want you to understand. I lost my mum through medical negligence, watched her go from being poorly to dying in the space of 8 hours. I found out she died through a overdose of morphine and have been through hell with the Coroner and hospital and have so much sadness. I finally get my mums ashes and want to put her to rest with my Nan. You have made my pain more unbearable, showed no compassion or respect but instead done all you can to anger and wind me up more.",NA,1287
"1575","CB",NA,1,NA,2019-07-30,NA,TRUE,"Simple and simply awesome service","Simple and simply awesome service","Hi Gareth, we're really sorry to hear about this. We totally appreciate the upsetting situation you're in right now, and we're sorry if we've made things harder at all. It sounds like you're already in the progress of making a complaint about this, so we'll handle this there - and make sure we do everything we can to put this right.",33
"1576","Dariusz","https://user-images.trustpilot.com/4e5fbdf000006400010b9f80/73x73.png",16,NA,2019-07-30,NA,FALSE,"Great bank with great features","Great bank, great features and great method of notifications + integrations to make you a person who can save some money!",NA,121
"1577","Justine Burrows","https://user-images.trustpilot.com/5d00120dd2e77799963b644b/73x73.png",2,NA,2019-07-29,2019-07-30,TRUE,"Awful","Awful, you use contactless it takes the money twice out your account and you wait 8 working days for it to go back in. Awful at the complaints response awful at responding on the chat I wouldn’t even trust it",NA,208
"1578","Tara Khodabakhshi",NA,1,NA,2019-07-29,2019-07-30,FALSE,"Please don’t open this rubbish account","Please don’t open this rubbish account! Monzo has closed my account for no reason! I only had small amount of money  in my account and they said they would return my money after 4 weeks! They are using people’s money for their own interests",NA,240
"1579","Sam Artoush",NA,1,NA,2019-07-29,2019-07-29,FALSE,"I wouldn’t recommend this account to…","I wouldn’t recommend this account to anyone, this is the worst account I’ve ever seen in my life! Monzo has block my account without any explanation","Hi Justine, we're really sorry to hear you've had a bad experience here. We'll always make sure nobody's left in a bad position. Please get in touch if there's anything more we can do to help.",148
"1580","Meagan",NA,1,NA,2019-07-29,NA,TRUE,"Love monzo","Love monzo! Extremely trust worthy I use it for all of my bills and it’s extremely handy to chat to staff online for any queries any day and any time too! They are really friendly and sort out any problems I recommend this to anyone.","Hi Tara, we can't give you any more information about your account here on Trustpilot. But here's some more information about why banks sometimes freeze or block accounts: https://monzo.com/blog/2019/04/04/why-we-block-freeze-close-monzo-accounts/",233
"1581","Mrs Zena Walsh",NA,6,NA,2019-07-29,NA,FALSE,"I am a huge fan of Monzo","I am a huge fan of Monzo. It is developing all the time to get smarter and provide opportunities to link with investments and savings. There may be other app-based banks out there, as a result of open banking - but Monzo still reign supreme. I also love the fact that I can link to it with IFTT apps. The more information it gets, the smarter it becomes. For a disorganised person, like me, I love the fact that I can see all aspects of my bank account without any effort. If you want a high street style bank, then this probably isn't for you. If you have no idea what open banking is - or are a conspiracy-theorist, then the same applies. The customer service is also amazing.",NA,678
"1582","Ali",NA,2,NA,2019-07-29,2019-07-29,FALSE,"Without any reason my account has been…","Without any reason my account has been closed, I don’t like this rubbish account at all , they don’t reply the customers, I have many friends who have the same problem, I wouldn’t recommend this account to anyone","Hi, we can't give you any more information about your account here on Trustpilot. But here's some more information about why banks sometimes freeze or block accounts: https://monzo.com/blog/2019/04/04/why-we-block-freeze-close-monzo-accounts/",212
"1583","JSeb",NA,2,NA,2019-07-29,NA,TRUE,"Excellent at all levels","Excellent at all levels! Much more interactive and user friendly than most the other banking apps",NA,97
"1584","Ashleigh Chirwa",NA,1,NA,2019-07-29,NA,TRUE,"Very good","Very good Recommend going to bank with for as long as they are around",NA,69
"1585","Rachel Gillespie",NA,2,NA,2019-07-29,NA,TRUE,"Easy banking","Easy banking! Love the treat pot!",NA,33
"1586","Karleta George",NA,2,NA,2019-07-29,NA,TRUE,"Great features","Great features. No fuss banking. Easy to follow transactions. Communication with them through the app is great. Love the litt pots you can put your money in to budget.",NA,167
"1587","Jason Morjaria",NA,6,NA,2019-07-29,NA,FALSE,"Refreshing to deal with a bank that is…","Refreshing to deal with a bank that is transparent, easy to use and deals with its customers quickly and efficiently. I have both personal and joint accounts with them and love it.",NA,180
"1588","Sophie",NA,4,NA,2019-07-29,NA,FALSE,"10/10 Customer Service","There are certain aspects I do not like about Monzo (like the inability to prevent an overdraft) but overall there customer service is 10/10. Any problems and I contact them directly in the app and I usually get a response very quickly. It is a smart app which helps me effectively check finances and budget, along with being able to easily use it abroad without the crazy fees. Highly recommend!",NA,396
"1589","Galina Abbott",NA,1,NA,2019-07-29,NA,TRUE,"Love it!","Love it!! Just simply the best!",NA,31
"1590","Benjamin",NA,1,NA,2019-07-28,NA,TRUE,"Very easy to use","Very easy to use, love being able to analyse my financial expenditure",NA,69
"1591","Selina",NA,2,NA,2019-07-28,NA,FALSE,"Very disappointing start","Very disappointing start! I loved the idea of Monzo and have enjoyed using them so far and wanted to think about using it for my main account. However, on 15th July I was going on holiday and tried to withdraw some Euros at Stansted Airport from an ATM. My card was charged £248 and the cash machine said it could not dispense money. I have been in touch with Monzo who are telling me that I will need to wait approx 8 WEEKS for a refund! I was going off on holiday and my friend had to lend me money whilst away. Why should I have to wait 8 weeks for my own money? I understand this would not have been the case in my regular bank so am now very wary of using Monzo for anything except small transactions.",NA,706
"1592","I Stella","https://user-images.trustpilot.com/5953ee010000ff000aa93715/73x73.png",5,NA,2019-07-28,NA,FALSE,"Absolutely love Monzo","Absolutely love Monzo, commission free spend abroad, their money jars, interest on instant savers, beautiful card design, real time alerts and more. If you are thinking of opening Monzo account why not get yourself free £5 - just use the latest referral link (remove the two spaces when pasting the link as it didn't let me post it here) https:// join.monzo. com/r/gkf55ht",NA,372
"1593","Lindsay Collings",NA,2,NA,2019-07-28,NA,TRUE,"Monzo - Real banking in Real time!","When my husband suggested Monzo I was a little sceptical at first not knowing the brand or it being a high street bank I had heard of however the visibility via the app is excellent so much better then my high street bank app. Seeing money going in/out immediately helps too to stay in control. I love the little saving pots you can set up and it shows you a summary of the areas of spend on a graph so you can see clearly how you spend each month.  The service is excellent via the app and monzo take on feedback which is great! I see the card all the time now so many friends have accounts. It’s real baking in real time! I highly recommend!",NA,643
"1594","Adam Taylor","https://user-images.trustpilot.com/5cf62acaee3b91c947b8ef78/73x73.png",2,NA,2019-07-27,NA,FALSE,"Fantastic bank and amazing company","Fantastic bank and amazing company. They have changed the way I sort my finances. I can’t thank them enough.",NA,108
"1595","Rián Nixon","https://user-images.trustpilot.com/5d054fa4b43f3e859344008e/73x73.png",2,NA,2019-07-27,NA,FALSE,"Amazing company!","Amazing company!! Best banking experience ever!",NA,47
"1596","Charlotte Burford",NA,2,NA,2019-07-27,NA,TRUE,"So fast to set up and easy to view!!","So fast to set up and easy to view and see everything. Enjoying it thoroughly!!!",NA,80
"1597","Ian",NA,1,NA,2019-07-27,NA,TRUE,"Early days but great so far in Cyprus","Early days but great so far in Cyprus",NA,37
