"","name","image","reviewCount","rating","publishedDate","respondDate","verifiedOrder","title","content","reply","contentLength"
"235","Mr Mark Grainger",NA,5,NA,2019-07-18,2019-07-18,TRUE,"Great Bonds","Efficient, easy to deal with and great rates","Thanks for your kind words, It is great to hear you like our range of products and have found us easy to deal with!As always we are always here should you need us! DF",44
"236","Paul Willison",NA,7,NA,2019-07-18,2019-07-18,TRUE,"Very simple to use.","Very simple to use on mobile phone and competitive interest rates.","Thanks for your great review, it is great to hear you are liking our app and our products!Welcome to the Atom family! DF",66
"237","Steve C",NA,3,NA,2019-07-18,2019-07-18,TRUE,"Does what it says on the tin","Does what it says on the tin. No hassle. Clear rates and timely advice re end of investment  actions.","Thanks for taking your time out to leave us feedback. It is great to hear you found our maturity process easy! Great to hear you have found our app easy to use also! DF",101
"238","louise rees",NA,2,NA,2019-07-18,2019-07-18,TRUE,"I have been with ATOM BANK now for just…","I have been with ATOM BANK now for just over 1 year.  They are easy to deal with, secure and have clear efficient systems.I am extremely happy to have them.","Thanks for your great review, it is great to hear you are liking our app and our products!Do not hesitate to contact us if you ever need to! DF",156
"239","Robin Gray","https://user-images.trustpilot.com/4e61132100006400010ba711/73x73.png",11,NA,2019-07-18,2019-07-18,TRUE,"A complicated app, but a decent service","Not easy to use the app, if you're a bit long in the tooth - but Atom Bank's customerr service is helpful, and patient.","Thanks for your great review, it is fantastic to hear you have had such a positive experience with our customer support. 😊We are here 24/7 should you ever need us! DF",119
"240","RB",NA,2,NA,2019-07-18,2019-07-18,TRUE,"Great bank","Great rates. Simple to use the app and great communication from them when fixed term ends","Thanks for taking your time out to leave us feedback. It is great to hear you found our maturity process easy! Great to hear you have found our app easy to use also! DF",89
"241","Alan Macintyre",NA,3,NA,2019-07-18,2019-07-18,TRUE,"Effortless/ seamless","Effortless, seamless and the way Banks should be doing business without the additional unnecessary governance","Thanks for your great review, it is fantastic to hear you have had such a positive experience with our app. 😊We are here 24/7 should you ever need us! DF",109
"242","Alan",NA,6,NA,2019-07-18,2019-07-18,TRUE,"Easy to use app and very professional","Easy to use app and very professional","Thanks for your fantastic feedback. Great to hear you have found us easy to bank with.Welcome aboard! 😊 DF",37
"243","robert britt",NA,6,NA,2019-07-18,2019-07-18,TRUE,"Its simple and so easy","Its simple and so easy, best deal available. The decision was so easy to make and an excellent choice.","Thank you for taking the time to leave us feedback. Its always nice to hear when a customer has had such a positive experience banking with us!Thanks for choosing Atom! DF",102
"244","Mr Eddie  Spencer",NA,8,NA,2019-07-11,2019-07-11,TRUE,"Excellent Service","This is my second year with Atom bank the service is first class, interest rate is good, all money was paid out on schedule with no fuss.Have reinvested again this year. Well done Atom bank!!","Thanks for the beautiful words Eddie, I'm pleased to hear you've had a great experience banking with us and have chosen to reinvest with us. I hope you continue to have a pleasant experience banking with us. Thanks again. AA",191
"245","Gill Conway",NA,2,NA,2019-07-09,2019-07-09,TRUE,"Not had any problem.","Not had any problem.Easy to access.","Hi Gill.  Glad to hear you find the App easy to access. KD",35
"246","Sarah",NA,4,NA,2019-07-08,2019-07-08,TRUE,"Easy peasy savings","Very impressed with the ease of setting up and accessing account.  Offers some good savings options and process for when account matures.","Hi Sarah thanks for the positive feedback and welcome to the Atom family. KD",137
"247","Ruth Richardson",NA,1,NA,2019-07-08,2019-07-08,TRUE,"Very easy to log in and out of account","Very easy to log in and out of accountContacted in good time to reinvest","Hi Ruth I'm glad you find the App easy to log in and out.  Thanks for the continuing support by reinvesting. KD",72
"248","Geet",NA,6,NA,2019-07-08,2019-07-08,TRUE,"The most easiest and quick way to open…","The most easiest and quick way to open savings account. This is what i prefer and they're very good. Accessing the account via their app is mega easy and never had any issues accessing it. Also their interest rates, be it low but still reasonably good going by what's out there. Def. recommend, quick and easy to store money away for a while.","Hi Geet thanks for the recommendation and the great feedback. KD",342
"249","Robert Goodall",NA,6,NA,2019-07-08,2019-07-08,TRUE,"Nice, simple banking.","Nice, simple banking.  Easy to use app and information when I want it.","Thanks for the kind words Robert.  Welcome to the Atom family.  KD",70
"250","Ian Henderson",NA,3,NA,2019-07-08,2019-07-08,TRUE,"Very good app and very easy to navigate…","Very good app and very easy to navigate , excellent on-going support and notifications ,","Hi Ian.  Thanks for taking the time to leave the super feedback. KD",88
"251","Geoffrey Seccombe",NA,3,NA,2019-07-07,2019-07-08,TRUE,"Good user friendly website,excellent…","Good user friendly website,excellent rate of interest.","Hi Geoffrey thanks for the lovely feedback.  KD",54
"252","S McA",NA,9,NA,2019-07-07,2019-07-08,TRUE,"The modern way to save","This is a savings bank literally at your fingertips whenever you need it. Easy to enrol and use on your smartphone and great savings rates on offer.","Thanks for the brilliant feedback and joining the Atom family. KD",148
"253","Jim Duncan",NA,3,NA,2019-07-07,2019-07-07,TRUE,"Very user friendly sit","Very user friendly sit","Hi Jim.  Thanks for joining atom.  I'm glad you find us user friendly.  KD",22
"254","Mrs Taylor",NA,1,NA,2019-07-07,2019-07-07,TRUE,"For the not so young too.","as I am not young I found it a bit tricky to start my account, but I got some real help from the staff, who did not treat me as if I was stupid  for not understanding what I should do!I am very pleased with the rate offered too.","Hi Mrs Taylor, I'm glad we could help you get up and running.  We are here 24/7 if you ever need any assistance. KD",228
"255","Sam U",NA,3,NA,2019-07-07,2019-07-07,TRUE,"Great app","quick, efficient and easy to use","Thanks for the feedback Sam and being part of the Atom family. KD",32
"256","Gary Summerly","https://user-images.trustpilot.com/58d55b440000ff000a852a2c/73x73.png",4,NA,2019-07-07,2019-07-07,TRUE,"Great bank","Great bank. Does exactly what it says on the tin. Put your money in and get decent competitive interest. Simple to use app. Job done.","Thanks for the great feedback Gary and welcome to the Atom family.  KD",133
"257","Vi Patel",NA,2,NA,2019-07-06,2019-07-07,TRUE,"Good rates.","Excellent interest rates.","Thanks for the positive feedback Vi.  KD",25
"258","Boyd",NA,3,NA,2019-07-06,2019-07-06,TRUE,"atom amazing","Wish all banks were as simple as Atom Top marks from me and good interest rate","Thanks for the lovely words Boyd. Thanks for joining Atom. KD",78
"259","customer",NA,8,NA,2019-07-06,2019-07-06,TRUE,"Straightforward","Very good rates are what initially attracted me to Atom, but having a straightforward to use App, with excellent security features reinforced my decision to re-invest with them once my fixed term was up. Straightforward, no nonsense, Good rates and ease of use are all words I'd use to describe Atom.","Thanks for re-investing with us and the great feedback. KD",300
"260","Andy Allan",NA,8,NA,2019-07-06,2019-07-06,TRUE,"Easy to manage","Now have a couple of accounts with Atom, easy to open and manage online with competitive interest rates.","Hi Andy thanks for the positive feedback and being part of the Atom family. KD",104
"261","David",NA,2,NA,2019-07-06,2019-07-06,TRUE,"SPLENDID!!!!","SPLENDID!!!!Does exactly what it says on the tin!!!","Thanks David, love the feedback. KD",51
"262","Margaret McCulloch",NA,2,NA,2019-07-06,2019-07-06,TRUE,"Had an Atom account for one year","Had an Atom account for one year, just finished so reinvested into a 2 year account. Very easy to use on the app and extremely helpful staff on phone. Good rate of interest","Thanks for sticking with us Margaret and the lovely feedback. KD",172
"263","Paul",NA,11,NA,2019-07-06,2019-07-06,TRUE,"Safe & easy to understand","Safe , easy to use , and very competitive rates , excellent customer focus offering a very clear and great understanding,","Thanks for the great feedback Paul.  Welcome to the Atom family. KD",121
"264","Den",NA,6,NA,2019-07-06,2019-07-06,TRUE,"Quick response to any question","Quick response to any question Site easy to use","Thanks for the positive feedback Den. KD",47
"265","Ms Patterson",NA,2,NA,2019-07-06,2019-07-06,TRUE,"Excellent banking app","Very easy to set up and access account. Interest rates on savings some of the best around.","Thanks for the kind words Ms Patterson.  KD",90
"266","Rita O'Neill",NA,5,NA,2019-07-06,2019-07-06,TRUE,"Easy to use app based bank which has…","Easy to use app based bank which has good savings rates","Thanks for the lovely words Rita. Thanks for joining Atom. KD",55
"267","Natasha",NA,3,NA,2019-07-06,2019-07-06,TRUE,"Easy to use App and the Face ID is…","Easy to use App and the Face ID is secure","Thanks for the positive feedback Natasha. KD",41
"268","Mick Lewis",NA,2,NA,2019-07-06,2019-07-06,TRUE,"Atom Bank - Easy Banking","Everything so easy via the App. Great interest rates. Excellent communications from Atom. Would recommend to anyone.","Thanks for the recommendation Mick and welcome to the Atom family. KD",116
"269","Canterbury Potter",NA,12,NA,2019-07-06,2019-07-06,TRUE,"Very happy","I’ve been very happy with the bank, its rates, its customer service. Early days I guess but most promising.","I'm glad you're happy with the bank.  Thanks for joining Atom. KD",107
"270","Ryan Walker",NA,2,NA,2019-07-06,2019-07-06,TRUE,"Simple to access site","Simple to access site, account. Excellent all round service","Thanks for the super feedback Ryan. KD",59
"271","Robert Connolly",NA,13,NA,2019-07-06,2019-07-06,TRUE,"Refreshing way to save","Nice and simple, not being pestered by continuous self serving marketing is refreshing. Highly recommended.Only issue I had was when I changed phones, but they sorted me out fine.","Thanks for the recommendation Robert and joining the Atom family. KD",179
"272","M Roach",NA,8,NA,2019-07-05,2019-07-05,TRUE,"Nice easy simple investment process.","Nice easy simple investment process.","Thanks for the kind words. It's great to see you've had a smooth experience with Atom :) AK",36
"273","customer",NA,4,NA,2019-07-05,2019-07-05,TRUE,"Easy to use","Easy to use. very secure","Thanks for taking the time to leave such a positive review :) AK",24
"274","Chris L","https://user-images.trustpilot.com/557627d60000ff0001c4a445/73x73.png",16,NA,2019-07-05,2019-07-05,TRUE,"Excellent app and pretty good interest…","Excellent app and pretty good interest rates considering what all the other banks offer. This is my second year of investment and not far off what was offered last year. If things remain the same next year on maturity, you can bet your bottom dollar i'll be doing it all over again. The concept of savings via a mobile app seemed a little worrysome but I can honestly say hand on heart that it couldn't of been easier. Also the customer services are both friendly and helpful. Highly recommended!","Thanks for leaving such a fantastic review Chris. It's great to have you on board :) AK",496
"275","Catherine Mc Shane",NA,4,NA,2019-07-05,2019-07-05,TRUE,"I have been s customer for over a year…","I have been s customer for over a year and I’m most impressed with Atom!  I needed assistance on maturity of my investment and I found the customer care excellent.","Thanks for taking the time to leave such great feedback Catherine. We strive to provide the best service we can and seeing reviews such as this is certainly rewarding :) AK",163
"276","sean burns",NA,4,NA,2019-07-05,2019-07-05,TRUE,"1) Easy to set up account","1) Easy to set up account 2) Great interest rate3) Great security 4) 12 months later I receive email ( while out on the road working) saying my account has matured and what would you like to to. Took less than 5 minutes to sort everything out while parked up in a lay by . If carlsberg  did banking  they’d be called atom .","Thanks for leaving such a brilliant review Sean! We're glad that you have had such a smooth experience with Atom. It's great to have you on board :) AK",323
"277","Kyran Hall",NA,4,NA,2019-07-05,2019-07-05,TRUE,"It's a bank","It's a bank. Good interest year 1 but lower after. It's a bank after all.","Thanks for taking the time to leave your review Kyran. Our rates can change from time to time. Keep an eye on the app or our website for any updates :) AK",73
"278","Paul",NA,3,NA,2019-07-05,2019-07-05,TRUE,"Satisfied customers","Great support, great customer care. Thanks Atom","Thanks for the kind words Paul. It's great to have you on board :) AK",47
"279","Lindsay M",NA,1,NA,2019-07-05,2019-07-05,TRUE,"Excellent Service","So easy to open an account and such a great way to log in. Atom Bank are very good at keeping you up to date and have competitive rates.I would recommend to a friend","Thanks for leaving such a fantastic review Lindsay. It's great to have you on board :) AK",165
"280","Karen Innocent-Galletley",NA,3,NA,2019-07-05,2019-07-05,TRUE,"Love being able to log in with Face ID","Love being able to log in with Face ID.  Easy to use site and kept me informed as to when my investment was coming to an end.","Thanks for leaving your review Karen. I'm glad to see you've had a smooth experience using the app :) AK",125
"281","Sheena wallace",NA,3,NA,2019-07-05,2019-07-05,TRUE,"I like this way to bank","Easy to use and good customer service","Thanks for the kind words Sheena. It's great to have you with us :) AK",37
"282","Basil",NA,5,NA,2019-07-05,2019-07-05,TRUE,"Innovative app allows you to login with...","Innovative app allows you to login with ease. Rates reasonably competitive which needs to be maintained to ensure growth for Atom.","Thanks for leaving such a great review Basil. Welcome aboard :) AK",130
"283","Mr Phillip Goodison",NA,9,NA,2019-07-05,2019-07-05,TRUE,"Customer friendly Bankh","I am very satisfied with Atom Bank. Their App is easy to use and they provide an excellent and reliable service with good saving rates.","Thanks for taking the time to leave your review Philip. It's great to see you've have a smooth experience with Atom :) AK",135
"284","Judith Norris",NA,3,NA,2019-07-05,2019-07-05,TRUE,"Excellent interest","Excellent interest, you can check up on your money, it tells you when you last checked, and when your money is due to mature they lrt you know, i reinvested for 3 months which i find a fantastic","Thanks for your kind words, It is great to hear you chose to reinvest with us! Its always nice to hear when a customer has had such a positive experience banking with us! DF",194
"285","Blondie",NA,1,NA,2019-07-05,2019-07-05,TRUE,"I've just finished a years fixed saver…","I've just finished a years fixed saver and now starting a 2 year saver . Pleased with rates of both my savers ..customer service team were also very helpful when I called for information.On my experience so far I would definitely recommend.","Thanks for your kind words, It is great to hear you chose to reinvest with us! It is great to hear that you would recommend us to others and it is also really nice to hear your kind words regarding our customer support team!As always we are always here should you need us! DF",240
"286","JOHN BAKER",NA,6,NA,2019-07-05,2019-07-05,TRUE,"All good","All good. No issues. Good interest rates. Easy to use app.","Thanks for your great review, it is fantastic to hear you have had such a positive experience with our app. 😊We are here 24/7 should you ever need us! DF",58
"287","James Stamps",NA,2,NA,2019-07-05,2019-07-05,TRUE,"Keeps me informed","Keeps me informed","Thanks for your 5 star feedback James, its great to hear you like the features of banking with us.We are here 24/7 should you ever need help. DF",17
"288","Richard Williams",NA,2,NA,2019-07-05,2019-07-05,TRUE,"Easy account with good interest rates","Atom is an easy account to access and run with great interest rates","Thank you for your fantastic feedback. Great to hear you have found us easy to bank with and like our range of products.Do not hesitate to contact us if you ever need to! 😊 DF",67
"289","Amanda Hall",NA,1,NA,2019-07-05,2019-07-05,TRUE,"Spot on","Very reliable and most importantly trustworthy.","Thanks for your great review, it is great to hear you are liking our app and our products!We are here 24/7 if you ever need us! DF",47
"290","Peter",NA,11,NA,2019-07-05,2019-07-05,TRUE,"The easiest investment app ever!!!","The easiest investment app ever!!!","Hi Peter.Thanks for your fantastic feedback. Great to hear you have found us easy to bank with.Great to have you onboard aboard! 😊 DF",34
"291","Susan Watson",NA,2,NA,2019-07-05,2019-07-05,TRUE,"Easy to use","Easy to useCompetitive interest rates","Thanks for your fantastic feedback. Great to hear you have found us easy to bank with.Well come aboard! 😊 DF",37
"292","David Morrow",NA,3,NA,2019-07-05,2019-07-05,TRUE,"Easy to use App","Easy to use App, clear messaging by e-mail and text on maturity and great fixed savings rates. Love Atom !","Thanks for your kind words, It is great to hear you had such a good experience when it came to your maturity!As always we are always here should you need us! DF",106
"293","Leigh Cottage",NA,3,NA,2019-07-05,2019-07-05,TRUE,"Quite happy with this bank.","Quite happy with this bank. Interest paid monthly and promptly. Website easy to navigate.No problems whatsoever to date.","Thanks for your fantastic feedback. Great to hear you have found us easy to bank with. 😊 DF",120
"294","Gareth John",NA,5,NA,2019-07-05,2019-07-05,TRUE,"GOOD EASY TO USE ONLINE BANKING VIA APP…","GOOD EASY TO USE ONLINE BANKING VIA APP REASONABLY GOOD INTEREST RATES","Thanks for your fantastic feedback. Great to hear you have found us easy to bank with.Well come aboard! 😊 DF",70
"295","Elaine",NA,1,NA,2019-07-05,2019-07-05,TRUE,"Good customer service","Good customer service","Thanks for your kind words, it is fantastic to hear you have had such a positive experience with our customer support. As always we are always here should you need us! DF",21
"296","steve reilly",NA,3,NA,2019-07-05,2019-07-05,TRUE,"Excellent service easy to use and if…","Excellent service easy to use and if you need to phone them they are very helpfulJust need to do joint accounts and it would be great","Thanks for your great review, it is fantastic to hear you have had such a positive experience with our customer support. We are always looking at ways to improve as a business and our products and should we ever offer Joint accounts we will be sure to let everyone know 😊We are here 24/7 should you ever need us! DF",133
"297","Paul Pitts",NA,1,NA,2019-07-05,2019-07-05,TRUE,"Excellent communications other banks do…","Excellent communications other banks do not communicate web site easy to navigate top experience","Thanks for your great review, it is fantastic to hear you have had such a positive experience! Welcome to the Atom family! DF",96
"298","Edward",NA,8,NA,2019-07-05,2019-07-05,TRUE,"Atom Bank Savings.","Atom Bank App, so easy to use. They offer good rates for savings, much higher than high street banks and keep you informed when savings period ends and interest due.","Thank you for taking the time to leave us feedback. Its always nice to hear when a customer has had such a positive experience banking with us! DF",165
"299","Nikki Gocher",NA,5,NA,2019-07-05,2019-07-05,TRUE,"Excellent interest rates","Straight forward, uncomplicated and clear app and excellent interest rates",NA,74
"300","Isabella Gillespie","https://user-images.trustpilot.com/5a50af370000ff000afbae27/73x73.png",4,NA,2019-07-05,2019-07-05,TRUE,"Really easy to use","Really easy to use, all info is easily accessible, even down to predicted interest that will be received. Comms are great.","Thanks for your great review, it is fantastic to hear you have had such a positive experience! We are here 24/7 should you ever need us! DF",122
"301","Sandra Atkinson",NA,5,NA,2019-07-05,2019-07-05,TRUE,"Found Atom to be easier managed","Found Atom to be easier managed","Thanks for your fantastic feedback. Great to hear you have found us easy to bank with.Well come aboard! 😊 DF",31
"302","P Turner",NA,2,NA,2019-07-05,2019-07-05,TRUE,"Banking made easy!","Have had excellent service,Frequent updates and notifications all of which has been very helpful.","Thank you for taking the time to leave us feedback. Its always nice to hear when a customer has had such a positive experience banking with us! DF",97
"303","Miss Cubitt",NA,4,NA,2019-07-05,2019-07-05,TRUE,"Atom saver bond","Easy to deposit and have options for interest payment to be paid out.","Thanks for your fantastic feedback. Great to hear you have found us easy to bank with.Well come aboard! 😊 DF",69
"304","Andrew",NA,19,NA,2019-07-05,2019-07-05,TRUE,"So far so good","So far so good, very competitive rates, convenient Android App that works well and no issues to date.....hesitant to give the fifth star without having used Atom for longer.","Thanks for your great review, it is great to hear you are liking our app and our products!Welcome to the Atom family! DF",173
"305","Ian Forsyth",NA,5,NA,2019-07-05,2019-07-05,TRUE,"Great experience","Great experience, a slightly higher rate would have earned a 5 star 👍","Thanks for your great review, it is fantastic to hear you have had such a positive experience! We are here 24/7 should you ever need us! DF",69
"306","Graham Tarrant","https://user-images.trustpilot.com/599573d40000ff000abceb5e/73x73.png",1,NA,2019-06-28,2019-06-28,FALSE,"Better than high st banks I've used.","Although app based, I get far better service from Atom than from Nationwide (for my mortgage) and HSBC. Respond quicker to my queries than High St rivals.","Thanks for the kind words Graham, it's great to see you've had a positive experience with Atom. GH",154
"307","Sarah Lippett",NA,3,NA,2019-06-27,2019-06-27,TRUE,"Fantastic experience with Atom","Fantastic experience with Atom, very easy to use app, everything is clear and they're great at updating you on your account too.","Thanks for leaving such a brilliant review Sarah. It's great to have you on board :) AK",128
"308","duncansearle",NA,7,NA,2019-06-24,2019-06-24,TRUE,"Great new Bank","Great new Bank","Thank you Duncan. Welcome to the Atom family :) CC",14
"309","PAT BROWN",NA,7,NA,2019-06-24,2019-06-24,TRUE,"good","easy to open accounts and good interest rates paid","Thank you for your positive feedback Pat, we aim to make banking as easy as possible for our customers. It's great to have you on board! CC",50
"310","MirQalib Əli Mammadov","https://user-images.trustpilot.com/5bf775385483f4b8a9268b74/73x73.png",2,NA,2019-06-24,2019-06-24,FALSE,"Hello","Hello, I would very much like to be able to hold a lot of crypto-currencies and to have many ways to exchange crypto-currencies.","Hi there! This is something that we don't currently offer, but thank you for your feedback. Keep an eye out on our website for our latest updates and news :) CC",128
"311","Judith",NA,4,NA,2019-06-22,2019-06-22,TRUE,"Brilliant app...clear relevant…","Brilliant app...clear relevant messaging...keeps you up to date with your account and easy to use maturity options...would highly recommend atom.","Thanks for the wonderful feedback and the recommendation Judith. Thanks for joining the Atom family. KD",145
"312","Robert Harvey","https://user-images.trustpilot.com/4fa2fb7f000064000118ba35/73x73.png",16,NA,2019-06-21,2019-06-22,TRUE,"Straightforward Online Banking","One of the simplest banking tools I have used and a good rate of interest.","Hi Robert, I'm really glad you found the App simple to use. KD",74
"313","Ling",NA,3,NA,2019-06-21,2019-06-22,TRUE,"Easy to use","Easy to use,  reliable ap.  No issues so far","Thanks for the positive feedback Ling.  Welcome to the Atom family. KD",44
"314","Jeff Jones",NA,9,NA,2019-06-21,2019-06-21,TRUE,"Straightforward banking","Easy to open account and download app - face recognition is a bit hit and miss but works ok - easy to access account once opened - Atom have some really good rates on their fixed rate bonds - really happy with the service so far","Thanks for the super feedback Jeff.  welcome to the Atom family. KD",228
"315","Judith Williams",NA,4,NA,2019-06-21,2019-06-21,TRUE,"Fabulous easy app even for a 60 plus…","Fabulous easy app even for a 60 plus woman. Very competitive interest rates. Thank You Atom","Thanks for the lovely feedback Judith.  Thanks for joining the Atom family. KD",91
"316","Susan Murison",NA,1,NA,2019-06-21,2019-06-21,TRUE,"Easy to open and manage account","Easy to open and manage account","I'm glad you found the process to open and manage the account easy Susan.  Welcome to the Atom family. KD",31
"317","Rodders",NA,5,NA,2019-06-21,2019-06-21,TRUE,"Easy to open accounts","Easy to open accounts. Great interest rates. User friendly app.","Thanks for the great feedback Rodders.  Thanks for joining the Atom family. KD",63
"318","John Holmes",NA,1,NA,2019-06-21,2019-06-21,TRUE,"Great info","Excellent up to date information on my investment -easily accessible.","Thanks for the feedback John,  I'm happy you found access to be easy. KD",69
"319","howard lee",NA,3,NA,2019-06-21,2019-06-21,TRUE,"Simple and effective","Easy to operate","Thanks for joining Atom Howard.  I'm glad you found the process easy. KD",15
"320","Chris Ball",NA,1,NA,2019-06-21,2019-06-21,TRUE,"Simple","Simple, banking. No frills just delivers the best rates.","Thanks for the kind words Chris.  Welcome to the Atom family. KD",56
"321","J Bishop",NA,6,NA,2019-06-21,2019-06-21,TRUE,"Great banking app!","Easy to set up and use. App is good and I don't get bombarded with messages! Interest rates are currently the best. Have 2 separate accounts with Atom and will definitely use again and recommend.","Thanks for the brilliant feedback and the recommendation.  KD",195
"322","Lee",NA,9,NA,2019-06-17,2019-06-17,TRUE,"Easy to set up - good rates of interest","Very easy to set up and apply for products. No complex paperwork. Competitive rates of interest with variable terms. Would recommend for anyone who is looking to save.","Thanks for the kind words Lee, it's great to see you've had a positive experience with Atom :) AK",167
"323","Pat Mallon","https://user-images.trustpilot.com/5d06496de38123104835b1d1/73x73.png",1,NA,2019-06-16,2019-06-16,FALSE,"My wife and I both have Atom savings…","My wife and I both have Atom savings accounts. The app is easy to use and personalize. Competitive interest rates that easily beat traditional banks","Thank you for taking the time to leave your review. It's great to hear that you find our app easy to use Pat, we hope you and your wife enjoy banking with us. CC",148
"324","Callum",NA,3,NA,2019-06-16,2019-06-16,FALSE,"Fantastic service","Fantastic service, quick and easy application and excellent competitive rates. App feels secure and full FSCS protection too, high street banks step aside - This is the future! Also had a query, customer services very helpful and answered my questions fully straight away. Very impressed!","Thank you for leaving such a great review Callum. Welcome to the Atom family! CC",288
"325","Roger",NA,3,NA,2019-06-15,2019-06-15,TRUE,"Great Rates always","Atom Bank is refreshingly differentGreat interest rates, simple limited accounts, making it easy to decide what's right for youThe App works superbly and the different ways of logging in provide extra  securityCan't fault","Hey Roger, thanks for taking the time to leave your review. Always great to read when our customers have a smooth experience when opening an account,  welcome aboard. GH",221
"326","Carole","https://user-images.trustpilot.com/5a0f614e0000ff000ae3f537/73x73.png",24,NA,2019-06-12,2019-06-14,FALSE,"No Access to my own Account","Since joining the bank and depositing most of my savings over a year ago, I have NOT been able to access my account using my smart phone, which is the account I signed up for.  I've had to refer the case to the Financial Ombudsman Service to try and force Atom Bank to solve the problem -- which we've established is not down to my phone, my router or my wi-fi.Now they have closed their attempts to help me, which were unsuccessful.  Even when I got into the App it would not activate the Face Recognition option, even trying over and over.Customer Services are unable to offer Technical Help & the Tech Team was also unable to say why I can access dozens of apps from my flat, but not Atom. They actually suggest it is a problem with my phone or router: ""Blame is the haven of the incapable!""","Hi Carole. I’m sorry to hear that you’ve been having issues. Our team are fully aware of the situation and this is being fully investigated. If you need anything in the meantime, we’re here around the clock and more than happy to help. KD",794
"327","M Hindle",NA,2,NA,2019-06-12,2019-06-12,TRUE,"Simple to use account","Very competitive return, account easy to set up and easy to access.","Hey, thanks for taking the time to leave your 5 star review. GH",67
"328","Marion Tipple",NA,7,NA,2019-06-11,2019-06-11,TRUE,"Very good interest rates.","Easy to use, secure app, very good interest rates.","Thanks for the positive review. It's great to hear you're finding the App and our services  easy to use and are happy with the rates we offer. It's exactly the experience we want for all customers. Welcome to the Atom family. AA",50
"329","bilbo",NA,1,NA,2019-06-11,2019-06-11,TRUE,"Friendly banking with no frills","easy access through secure login, information on current status of investment easily displayed. All documentation in one place.No promotional ads for additional investment opportunities.","Thanks for the amazing review bilbo. It’s always great to know our customers are genuinely happy with their experience with the App and our products. Thanks again for such great feedback. AA",186
"330","Anthony Grierson",NA,1,NA,2019-06-10,2019-06-10,TRUE,"First time investor.","As easy as ABC...not the best interest rate, but right up there for sure.","Thanks for the positive review Anthony . It's great to know you found the app easy to setup and are happy with our rates. We'll always aim to offer competitive rates on all of our products.  AA",73
"331","Catherine",NA,3,NA,2019-06-10,2019-06-10,TRUE,"Atom Bank's app","the atom app was easy to install and use.","Hi Catherine, Thanks for leaving a positive feedback. It's great you're finding the App to be so straight forward and easy to use. Hope you enjoy banking with us.  AA",41
"332","Happy parker",NA,7,NA,2019-06-10,2019-06-10,TRUE,"New customer","The bank app did just as the weabsitesays and I found it easy to use, very speedy.","Thanks so much for this positive review. It's great to hear you're finding the App and our services so easy to use. It's exactly the experience we want for all customers. Welcome to Atom Bank :) AA",82
"333","Mrs G Bond",NA,6,NA,2019-06-09,2019-06-09,TRUE,"Super prompt and easy to use","Super prompt and easy to use. Great communication.","Thanks for the kind words! It's great to have you on board :) AK",50
"334","Ian",NA,3,NA,2019-06-09,2019-06-09,TRUE,"Easy on line application","Easy on line application. Best savings interest rate.","Thanks for leaving such a positive review Ian. Welcome to the Atom family :) AK",53
"335","Craig Paterson",NA,2,NA,2019-06-08,2019-06-09,TRUE,"A very simple and secure way of saving…","A very simple and secure way of saving up for that rainy day. The mobile app is clear and easy to set up. It gives 3 options to access your account from your phone with either a pin, facial recognition or your own voice as the password.","Thanks for leaving such a great review Craig. It's great to have you on board :) AK",236
"336","Rita Tonks",NA,1,NA,2019-06-08,2019-06-08,TRUE,"Great website and very user friendly.","Great website and very user friendly.","Thanks for taking the time to leave such a great review :) AK",37
"337","Mo",NA,2,NA,2019-06-08,2019-06-08,TRUE,"Very good rate of interest","Very good rate of interest. User friendly app. good communication.","Thanks for the great review Mo. It's great to see you've a smooth experience with the app :) AK",66
"338","Dad of Jon",NA,9,NA,2019-06-08,2019-06-08,TRUE,"does what it says on the tin.","does what it says on the tin.Atom is offering a good rate ( in the current market ) - the app's been great - I use the android version. Following the expiry of my fixed term savings account I have re-signed with them, so clearly i'm happy with them. Whilst it WAS very easy to join the bank, I did so BEFORE new anti-money laundering rules came into being so it's likley to involve a bit more effort now for new customers.","Thanks for leaving such a great review. It's great to have you on board :) AK",422
"339","Robert Pooley",NA,1,NA,2019-06-08,2019-06-08,TRUE,"Atom the easy bank","App is easy to use and staff on the end of the phone are great and very helpful","Thanks for the kind words Robert. It's great to see you've had a positive experience speaking to our customer support team :) AK",79
"340","Hilary",NA,1,NA,2019-06-07,2019-06-07,TRUE,"Brilliant","I love how easy it is to join and log in. Hassle free but efficient. Excellent interest rate as well!","Hey Hilary, thanks for taking the time to leave such a positive review. It's great to see you have had a smooth experience using the Atom app :) GH",101
"341","Sandie",NA,9,NA,2019-06-07,2019-06-08,TRUE,"Worhwhle investment","Invested for one year. Easy to access account. End of term was a very easy process with the choice of investing again or withdrawing funds. Would highly recommend.","Thank you for your kind words & recommendation Sandie! GH",163
"342","Chris",NA,7,NA,2019-06-07,2019-06-08,TRUE,"Couldn't be simpler","Couldn't be simpler, marvellous","Hey Chris, Thank you for taking the time to leave your review Chris. GH",31
"343","Sylvia Gray",NA,2,NA,2019-06-07,2019-06-08,TRUE,"Efficient","Efficient, user friendly, good rates of interest - what's not to like!!","It's great to see you have had a smooth experience using the Atom app, thanks for the review! GH",71
