"X","name","image","reviewCount","rating","publishedDate","respondDate","verifiedOrder","title","content","reply","contentLength","id","sentiment"
12990,"customer",NA,6,NA,"2017-04-21","2017-04-21",TRUE,"You pay, You Save","they charge you money for what you can get for free. as all you need to do is google cash plus and you will get something even better a card that you can do everything with as you would a bank account. that includes direct debits and standing orders!","Hey!Our transparent fee of £4.95 / month gives you access to what most would expect from a current account.One of the reasons we started Monese was to reveal the brutal hidden charges slapped onto customers by the traditional high street UK banks and let our customers save by paying a monthly fee with us instead of throwing away fortunes without even knowing about it. An average Monese customer saves money by paying our monthly fee over having a traditional bank account. We never try to up-sell products such as overdraft protection which can be as much as £8.00 a month alone!Not only that, but to actually give the opportunity for the unbanked, that were turned out the door as they did not have a credit history or UK residential address, the equal right to have a bank account - And we wanted them to have it in minutes!Another huge point for us was that we wanted to create global on-demand banking. We knew customers would want to send money abroad to family or friends and the extortionate charges made by banks for foreign exchange could carry on no longer. That's why we let our customers send money abroad at rates up to 8x cheaper than the traditional UK high street banks so that their friends and family could get what they deserved instead of being fined for it.On top of these international transfers we wanted to let our customers have global usage of their Monese cards at a fraction of the price while letting them access the best possible foreign currency conversion, again saving up to 8x as the typical UK banks you would know well.These are but a few reasons that make us so much more transparent, cheaper and better than a traditional bank. The BEST part is that we are constantly adapting our product to fit our users wishes. We are always bringing in new features to make sure we are giving the best service we can possibly give.We hope that this clears the monthly fee up for you and you can see that even with a monthly fee and if you have any further questions please do send us your queries to feedback@monese.com.From all of us, our kindest regards!",338,12990,0.549132947976879
12994,"James",NA,2,NA,"2017-04-21","2017-04-25",TRUE,"Quick fast setup and easy to do"," literally took me minutes and had a a new account. as i travel a lot it's pretty important for me to have things like a bank account be adaptable so this really works for me","Great, James!We hope you do get full use out of your card while travelling, you get the VISA exchange rate passed directly to you and so can save fortunes over using your traditional bank card or exchanging money at the airport.",230,12994,1.27167630057803
12996,"customer",NA,1,NA,"2017-04-20","2017-04-21",TRUE,"I'm happy for that and I want to …","i'm happy for that and i want to complete the full account","We are happy too! To get a full account you simply need to make a quick in-app call to one of our team or provide us with documentation to validate your identity. We can't wait to have you fully onboard 😄  !",58,12996,-0.346820809248555
13009,"Alexander B. Hamilton",NA,1,NA,"2017-04-19","2017-04-19",TRUE,"So far so Good.","k, and i just received my debit card yesterday, the monthly fee, should only apply once you start using the account","Hey Alexander,Awesome to hear that you are loving everything to date!We really appreciate the feedback and understand what you're saying. We are always looking to improve Monese to fit our customers desires and it helps tremendously when they take the time to leave us their thoughts that we can work on, as you have. Thanks again, Alexander,",266,13009,-0.780346820809249
13014,"Cristina",NA,1,NA,"2017-04-18","2017-04-19",TRUE,"I just started using Monese and the …"," i received my debit card only two days after i requested it","Hey Cristina, We hope to start our relationship as me mean to go forth! We are so happy to have you on the team.",154,13014,-0.433526011560694
13018,"Brian Carvalho",NA,2,NA,"2017-04-18","2017-04-19",TRUE,"Great app, just one little request","while the initial account setup and card delivery was prompt and effortless, i'd really prefer some sort of online banking mechanism to access my account outside the app preferably through a secure website, just as an alternative if i want to access my account on a device that doesn't have the monese app installed","Hey Brian,It's awesome to know the process of signing up was smooth for you. Thank you very much for the feedback and we understand your feelings but currently we have plans to make a web based version of your Monese account.However, if anything changes we have made a note that this is a feature that you would like to see and will be sure to send you a message.Thank you again for your feedback, Brian!",316,13018,1.1849710982659
13024,"Daniel",NA,4,NA,"2017-04-17","2017-04-19",TRUE,"It's one of the easiest bank to open an …","it's one of the easiest bank to open an account, excellent customer service, easy to navigate app they even speak your language","Such kind words. Thank you ever so much Daniel - we are stoked to have you with us!",162,13024,0.722543352601156
13048,"Marcel Midoni",NA,1,NA,"2017-04-12","2017-04-13",TRUE,"Is good mode to depisit money","is good mode to depisit money","Thanks for the 5 star review, Marcel. We are really glad you like the product!",29,13048,0
13056,"customer",NA,1,NA,"2017-04-11","2017-04-13",TRUE,"It took me 2 min of my lifetime to make …","it took me  min of my lifetime to make account,  days to get the card, and min to upgrade it","Exactly! It's awesome when our customers let us know they made their account super fast and are getting everything they are after. We are really happy to have you on the Monese team :-D",225,13056,-0.780346820809249
13062,"Karoly Kristof Toeroek",NA,1,NA,"2017-04-10","2017-04-11",TRUE,"Better Faster Stronger","this is the best way to collect your money if you are an emigrant. you can make your own bank account wherever and whenever you want","Hey Karoly,Why should anyone have a hard time creating a current account where you can have your salary paid into when they move to the UK? The banks have made it such a chore if you can even get in the door - no more! Everyone has an equal right to have an account and that is exactly what we have tried to achieve at Monese, global banking on-demand.Thank you for your review!",133,13062,-0.144508670520231
13063,"Raymond Hatcher",NA,8,NA,"2017-04-10","2017-04-11",TRUE,"A great alternative to a stuffy old UK bank account. I love it ❤️","i love my new monese bank account. it was opened on the same day and my debit card (contactless btw) arrived the following week. my existing bank wanted to charge me for a contactless debit card  . i had one small query regarding the debit card and the helpline dealt with it immediately. my salary now goes straight into my monese account .the app runs sweetly on my iphone, you can do all sorts of things like change your pin number, lock your card if it is lost or stolen and watch your balance steadily reduce as you spend your money. you can also pay in  in you want! try it, it's a great alternative to a stuffy old uk bank account","Wow!Thank you so much for you review, Raymond. We are so thrilled to see when our customers are loving Monese, especially enough to write such fantastic reviews! We are completely with you - out with the stuffy old traditional banks!We hope to keep surpassing expectations for you, Raymond, and we are so happy to have you on the Monese team :-D",779,13063,1.01156069364162
13064,"hamza mohamed",NA,1,NA,"2017-04-10","2017-04-11",FALSE,"I just recently oppened the account …","i just recently oppened the account it's working well customer service is good but with one issue there is no direct debit i pay bills can someone let me know when they release direct debit plz thanks","Hey Hamza.It's great to hear that you have joined the Monese team!We understand this is an important feature for our users. We are happy to announce that in the coming months we will be bringing in direct debits and so you will be able to sort all of your bills through your Monese account :PWe have made a private note of this for you, Hamza, and we will keep you updated on it's confirmed release!",201,13064,0.549132947976879
13065,"Daniel Freeman",NA,1,NA,"2017-04-10","2017-04-11",TRUE,"Did a money transfer through Western …","did a money transfer through western union to monese which was all of my savings","Hey Daniel,We are unable to accept payments from Western Union directly and so that is where the issue is.Our customer support have been in contact with you and have explained what the problem is and the money should be available from Western Union. We understand how frustrating this must be for you, Daniel, and for that we are terribly sorry what you have gone through!All the best from all of us at Monese.",242,13065,-0.144508670520231
13068,"Glynn Parry",NA,1,NA,"2017-04-10","2017-04-10",TRUE,"All good","all good, efficient and easy to do business with. only thing lacking is apple pay support and direct debits","Hey Glynn,Thank you for your feedback. We are really happy that you're enjoying what we have to offer currently in Monese and that you think our customer service has been on point for you. We want to make sure that we are offering everything that our users want. We are sure that you'll be happy to hear that in the coming months we are going to be rolling in direct debits! We have put this down as something you are excited for, Glynn, and will make sure to keep you informed personally. We also are working on getting a release date for Apple/Android Pay and again will make sure to keep you in the loop! Thank you again for your feedback :-D",255,13068,0.346820809248555
13071,"Vasile",NA,1,NA,"2017-04-10","2017-04-11",TRUE,"Excellent","excellent! open a new account very easy ","Hey Vasile,That's what opening a current account should be - Easy!It's great to hear that you would recommend us, make sure to use your unique referral code and get a cash bonus for yourself and the people you bring to the Monese team!",57,13071,0.722543352601156
13074,"Andrei Cristian Muraru",NA,1,NA,"2017-04-09","2017-04-10",TRUE,"Easiest way to have an UK account","it was the easiest way to open an account in uk, but it also has its limitations which make it unusable as a main account. lack of direct debit is the most important one","Hi Andrei,It's great that you found opening an account with us as easy as it could be!As a young company we are always trying to improve our service to fit our users wants and needs, we understand that direct debits are an important feature.So, we're sure you'll be happy to hear that in the coming months we will be bringing in direct debits :-DWe have noted that you are looking forward to when this feature hits and will send you a personal note to keep you up to date with it all. Thank you for leaving your feedback, Andrei, and we are so happy to have you on the Monese team!",170,13074,-0.69364161849711
13076,"R Robinson",NA,1,NA,"2017-04-07","2017-04-07",FALSE,"Unreasonable company","unreasonable company, been waiting for  day to try to open an account with them, every time there seems to be an issue where they require my id, which i've provided them more than once , then lastly they required me to video call them to confirm who i am","Hey there,We are a current account that are regulated by the FCA and we have to confirm the identity of new customers.Our video call is a recently released cool feature which allows users to make an in-app call to our team to confirm their identity. We have received great feedback from our users saying that it is a super fast way to get a fully verified account. We very much appreciate you saying that you do not like the feature and your feedback is received with thanks. If you would like to still open an account with Monese then this very short in app call should do the trick, we hope to have you on the team!All the best :)",348,13076,-1.06936416184971
13079,"Aus",NA,2,NA,"2017-04-06","2017-04-07",TRUE,"Easy and quick to open","easy and quick to open, easy to use and saves money. what else you could ask for?looking forward to future add-ons to my account","Exactly what we tried to do, Aus.We are so happy we are giving you everything you could need from your account :) We've got loads of cool and exciting new things coming to Monese so stay tuned!",129,13079,0.83815028901734
13080,"Ella Vallance","https://user-images.trustpilot.com/58e69f4d0000ff000a8a7b25/73x73.png",1,NA,"2017-04-06","2017-04-07",FALSE,"Fantastic!","fantastic! absolutely love it, tracks all my spending with live notifications and can use the card globally at the best exchange rates","Hey Ella,We love that you love it! Our customers access the wholesale exchange rate when using their Monese card globally and so can stop throwing money away with other traditional banks ;)",155,13080,0.520231213872832
13082,"Harry",NA,1,NA,"2017-04-06","2017-04-07",FALSE,"It's excellent","it's excellent- so much better than my rbs and it's so easy to track my spending!","Cheers Harry.Everyone should immediately be able to track their spending rather than having to wait days for it to appear on their bank statement. It's great to hear that you are now using Monese, welcome aboard!",81,13082,0.722543352601156
13083,"EMGS",NA,1,NA,"2017-04-06","2017-04-07",FALSE,"Perfection!","user-friendly app, you can open an account within minutes! there are no hidden fees. i highly recommend monese for everyone specially those who send money abroad/travel a lot as it is a lot cheaper than other banks; or for those looking to have a uk account without a uk address",":O Perfection!! Thanks a lot!We love hearing our customers say they would recommend us.We really appreciate you taking the time out to leave a review and are so happy we are helping save you money :-D",279,13083,0.289017341040462
13085,"Diana",NA,1,NA,"2017-04-06","2017-04-06",TRUE,"I am using this card for a few months …"," all you have to do is to verify your account and you will never have a problem","Dashing, Diana!Thanks so much for your review. why shouldn't banking should be as simple as it can be? We are so happy you would recommend us :-D",184,13085,-0.867052023121388
13088,"Marius Daniel Pasol",NA,2,NA,"2017-04-06","2017-04-06",TRUE,"Very happy with this acc","very happy with this account","That's great news Marius!We love making our customers happy :-D",28,13088,-0.346820809248555
13089,"Adam Bashir Osman Nathvani",NA,2,NA,"2017-04-06","2017-04-06",TRUE,"Service is great and everything monese …","service is great and everything monese do is amazing but they just need to start direct debits/standing orders","Hey Adam,We are thrilled you are loving the service. We hope we can keep being amazing for you as we constantly improve in areas that our customers desire.We understand that direct debits is an important feature and we are excited to announce that in the coming months we will be bringing them in to Monese! We have put a note down that this is a feature you are excited about too and will inform you as soon as we get it in!Thanks a lot for taking the time out to review us, Adam!",110,13089,-0.202312138728324
13094,"Zilvinas",NA,1,NA,"2017-04-05","2017-04-06",TRUE,"Only one problem","only one problem, you can't send money in weekend and payments can be instant","Hey Zilvinas,Thanks a lot for the 5-star review.In the coming months we will be increasing our payments to be 4x faster! You can already receive payments on the weekend but when we increase our speed you will be able to send on the weekend too!We have noted this as a feature you are looking forward to and will keep you up to date.",77,13094,-0.867052023121388
13095,"Plamen Bozhidarov Petrov",NA,1,NA,"2017-04-05","2017-04-06",TRUE,"Could not set up direct debit","could not set up direct debit! can't pay on petrol stations","Hey Plamen,Thank you for your feeback.No fear! Direct debits will be coming in the coming months. We have made a note that this is an issue for you and will inform you the second we get it in :)",80,13095,-0.838150289017341
13101,"Bruno Gabrieli De Araujo",NA,1,NA,"2017-04-05","2017-04-05",TRUE,"I think that's is a great and easy  …","i think that's is a great and easy opportunity to get a debit card, but i would like to pay monthly my mobile bill by the card, and is not available","That's exactly what we try to do for our customers, Bruno. We wanted to cut through all the faff of having to get a UK current account and having to wait weeks for a debit card and let you create one in minutes!Absolutely, we couldn't agree more. In the coming months we are going to be introducing direct debits and allowing you to pay your mobile bill from your card monthly :)We have put this as an important issue for you and will let you know as soon as it is implemented.Thank you for your review Bruno!",150,13101,0.953757225433526
13106,"Mohamed Imazzi",NA,1,NA,"2017-04-05","2017-04-05",TRUE,"Need direct debit set up","need direct debit set up","Hey Mohamed,Thank you so much for taking the time to review us.We always try to fulfil our customers needs and we have heard that customers, such as yourself, want this. We are sure you'll be happy to hear that you can expect direct debits to be introduced in the coming months!We have made a note that this is important for you and inform you when it is live.Thanks again, Mohamed.",24,13106,-0.780346820809249
13107,"Cristian Stefan Andreiescu",NA,1,NA,"2017-04-05","2017-04-05",TRUE,"Very easy to make and a very good debit …","very easy to make and a very good debit card","Cheers Christian. We try to simplify the process of an everyday current account as much as possible and are thrilled we are succeeding in that for you. Also, the design team are over the moon you think the debit card is great! All the best!",44,13107,0.115606936416185
13109,"stuart celtic",NA,2,NA,"2017-04-05","2017-04-06",FALSE,"Head team very helpful"," i panicked at first but the management did contact me as soon as my issue was spotted and dealt with it swiftly and professionally. my issue was resolved and i am and have been from the start very happy with my monese account","Hey Stuart, We are so pleased that your issue was resolved as quick as possible. We are always adapting to provide the best possible service we can for our customers. There is always room to grow and we relish in customers feedback to help in that. We are elated that now everything is back to usual and you would continue to recommend us to your friends. It's great to have you onboard, Stuart.Our kindest regards!",579,13109,0.375722543352601
13114,"Savanna D",NA,1,NA,"2017-04-04","2017-04-04",TRUE,"Not great. Could be much better"," takes time to do things which are most needed, such as transferring money & receiving money via faster payments","Hey Savanna,We are sorry that our payments are not as fast as you would like them currently.We really appreciate receiving feedback from our customers and have heard that this is an issue. So, we are sure you'll be glad to know that we are going to be able to transfer funds every 30 minutes in the coming months.We have noted that this is an issue for you, Savanna, and will inform you the second that we improve the service.Our support hours are Monday to Friday, 9-5 GMT. Calling in these times should mean a wait time of around 2 minutes to speak with a customer support agent. To make sure that we can assist our users 24/7 we offer many in app functionalities such as activating/locking your card, declaring your card lost/stolen or viewing your pin for example.Please do not hesitate to contact us if you would like to speak further on feedback@monese.com. Thank you again for taking the time to review our service.",184,13114,0.260115606936416
13115,"Olubusola Adeola Aderibigbe",NA,1,NA,"2017-04-04","2017-04-04",TRUE,"It's very easy banking with Monese and …","it's very easy banking with monese and all information are very good to manage account including checking of your account","That's great to hear Olubusola.Thanks for your review :)",122,13115,0.924855491329479
13117,"mark poulton",NA,10,NA,"2017-04-03","2017-04-03",TRUE,"Brilliant opening a bank account with …","brilliant opening a bank account with an app","Cheers Mark. With an ever increasing mobile world why shouldn't everything be as easy as making a current account on your phone in a few minutes?We are really glad you think Monese is brilliant :-D",45,13117,-0.202312138728324
13119,"John",NA,2,NA,"2017-04-03","2017-04-03",TRUE,"More than happy"," made a transfer from an account and received confirmation of the transfer very quickly. for me it's something to use when travelling as it is cheaper to use than other cards and as a savings account","Hi John,Thank you for leaving your review. We are thrilled the process was so smooth for you and that’s what we aim to deliver for everyone.We also love to hear that our users would recommend us so thanks again, John! That’s why we have our referral bonus for everyone you bring on board the team!",390,13119,-0.144508670520231
13122,"Alban Hyseni",NA,1,NA,"2017-04-03","2017-04-03",TRUE,"Aroni","i'm happy for this account","Great news, Alban! Happy to have you on the Monese team :D",26,13122,-0.346820809248555
13125,"Florin Puitel",NA,1,NA,"2017-03-30","2017-04-03",FALSE,"no happy at all","hi, my name is florin and i have an account with monese. everything was perfectly fine until a week ago when my account has been closed without any warning and elanation. my account is still blocked and i cannot access my money for over a week which is unacceptable","Hi Florin,We are happy to hear that you have enjoyed the service up until recently.We have looked into the issue for you and have contacted you directly. We apologise for any inconvenience we have caused you, Florin, and look forward to speaking to you.We never want to disappoint our customers but we need to remain compliant with regulations and therefore in  exceptional circumstances we may have to block an account.All the best,Monese",461,13125,-0.953757225433526
13127,"Paul-Alexandru Atomi",NA,1,NA,"2017-03-30","2017-03-30",TRUE,"Transfer money in few hours..","transfer money in few hours","Hi Paul-Alexandru,We are sorry to hear that our faster payments aren't quite at the speed you require yet.However, we are constantly improving the product and I am sure you will be happy to hear that in the coming months we are going to be able to transfer funds every 30 minutes. We have noted that this is an issue for you, Paul-Alexandru, and will inform you the second that we improve the service. Until then, thank you very much for your feedback!",67,13127,-0.433526011560694
13128,"Naroll",NA,1,NA,"2017-03-30","2017-03-30",TRUE,"Love the app"," really good alternative from a normal bank account","Hey Naroll,Thanks a lot for the 5 star review! We are really glad you haven't experienced any difficulties - At monese we are trying to create a simple and smooth alternative to a normal bank account and it makes us really happy to hear we are providing that for you :)",124,13128,-0.346820809248555
13130,"Colin",NA,1,NA,"2017-03-30",NA,FALSE,"Gaming changing......"," it took five minutes and no paper!! this is far removed from my last eerience of setting up a bank account, which took weeks and was a hugely frustrating process.i travel overseas regularly on business and holiday.) at the departure airport, and then use my credit card, or bank debit card, for larger eenditure (hotels, dinner etc. i have been throwing money away for years.i used the monese card over the weekend in a number of places and saved money. this is money that previously i was throwing away without thought",NA,1478,13130,0.635838150289017
13131,"Andrew Agu","https://user-images.trustpilot.com/58d91bb50000ff000a8610ff/73x73.png",4,NA,"2017-03-27",NA,FALSE,"Avoid","allowed my account to be accessed by a fraudster they then closed my account without telling what's happened. and they did an illegal credit check on me",NA,152,13131,-1.70520231213873
13132,"Jack",NA,2,NA,"2017-03-27",NA,FALSE,"Monese is class!"," it saved me a lot of money on fees abroad when in france and barbados. it didn't charge me anything for using an atm like my natwest card and i was able to make international transfers in the cool app at the spot rate too.as a person who travels a lot, i know it will be ideal for business and personal trips to other countries.spot on",NA,489,13132,1.32947976878613
13134,"James Fitz",NA,1,NA,"2017-03-26",NA,FALSE,"Great","wanted an account that could track my spending rather than waiting three days for my transactions to show up on my statement with my natwest account",NA,190,13134,-0.780346820809249
13135,"carly neave",NA,1,NA,"2017-03-26",NA,FALSE,"Forever Sceptical - not anymore!","i'm one of those people who's always very wary about a great new deal with banks - i feel like there's going to be a hidden catch and end up having a load of interest bills i never knew about. i'm a travel writer and hence flying all the time so to save money every single transaction is just amazing - i feel like i'm making money!highly recommended!",NA,523,13135,1.24277456647399
13136,"Robin Young",NA,1,NA,"2017-03-25",NA,FALSE,"Green Eyed Greed Got Me!"," i was chuffed because i'd gained an era  which i figured would pay for a nice free boozy lunch on the slopes!it ended up being a very boozy and eensive long weekend and i ran out of cash! i was going to use my credit card but one of the lads said it'd cost me a packet with their foreign currency exchange fees. he had a monese card which i'd never heard of before and claimed he was getting spot rate with no fees! frankly i didn't really believe him so challenged him to prove it and he showed me the bill",NA,1374,13136,0.83815028901734
13137,"kimberly",NA,1,NA,"2017-03-25",NA,FALSE,"A real revelation to me!","i have a home abroad and the opportunity to send money over and withdraw money virtually at spot is incredible. it was always a pain trying to find the best rate, and monese has really solved a genuine headache for me! i have recommended it to loads of people as opening an account is always a difficult process, i have been a client of lloyds for over  years and have two business accounts, and it still took  weeks to open up a third business account!!!",NA,458,13137,0
13138,"Arthur Walsh","https://user-images.trustpilot.com/58d5c0820000ff000a85459b/73x73.png",1,NA,"2017-03-25",NA,FALSE,"Dangerously good","one of the simplest set up processes had me instantly hooked on monese, but the best was yet to come once i found out how easy it was to use the app to make international transfers, and at spot rate as well! it's made spending money when travelling so much less of a hassle, thoroughly recommend to anyone thinking of joining, monese certainly are putting the ease back in money",NA,379,13138,1.64739884393064
13139,"Jack Opperman","https://user-images.trustpilot.com/58d5b30a0000ff000a854291/73x73.png",1,NA,"2017-03-25",NA,FALSE,"Love it","exactly what my friend said it would be i got everything i would eect from a bank and only took me a few minutes to set up the account",NA,136,13139,-0.317919075144509
13141,"Edward Stokes","https://user-images.trustpilot.com/58d5a8fd0000ff000a854096/73x73.png",1,NA,"2017-03-24",NA,FALSE,"Perfect for a traveller"," i feel so secure knowing that anywhere i go i will never be hit by hidden charges from my bank and i can immediately track exactly the spot exchange rate i get abroad",NA,322,13141,-0.289017341040463
13142,"Joe Dipre",NA,1,NA,"2017-03-24",NA,FALSE,"fantastic","easy to set up, convenient to use and have saved a ton of money by using this!",NA,78,13142,0.953757225433526
13143,"Paul Sadler",NA,1,NA,"2017-03-24",NA,FALSE,"Amazing","exactly what i needed - i send money back to my mum in france and i now use my monese account for every transfer! i get the best rates and i'm saving fortunes to what i was paying with my natwest account",NA,222,13143,0.317919075144508
13145,"Jamie Pitt","https://user-images.trustpilot.com/58d582580000ff000a85376d/73x73.png",1,NA,"2017-03-24",NA,FALSE,"Super fast and great international transfers","set my account up because of a recommendation from a friend, i'm so happy he told me to. set it up in under  minutes and could start sending money abroad at nearly spot rate",NA,211,13145,0.924855491329479
13146,"Amy Olivia Crawford","https://user-images.trustpilot.com/58d563b20000ff000a852d48/73x73.png",1,NA,"2017-03-24",NA,FALSE,"Everything you'd expect from a bank","a friend recommended this to me and i couldn't believe how easy and quick it was to make an account",NA,118,13146,0.433526011560693
13147,"Matt Desmond Kealey","https://user-images.trustpilot.com/58d547770000ff000a852269/73x73.png",1,NA,"2017-03-24",NA,FALSE,"Fantastic service","eremely fast to set up and very happy with live tracking of my spending through notifications, which is a great feature",NA,122,13147,-0.0578034682080926
13148,"Charlie Smith","https://user-images.trustpilot.com/58d52ec80000ff000a85187b/73x73.png",1,NA,"2017-03-24",NA,FALSE,"Fastest account I've ever made!","i made the account in literally a few minutes and i could send receiving money immediately!",NA,91,13148,-0.0867052023121389
13149,"Matt Swabey","https://user-images.trustpilot.com/58d521680000ff000a851384/73x73.png",1,NA,"2017-03-24",NA,FALSE,"Overalls a great way to bank especially for someone that travels!"," it was also very quick and efficient to set up as don't have to provide credit history etc!",NA,211,13149,0.346820809248555
13150,"Jamie Ray","https://user-images.trustpilot.com/58d50b2a0000ff000a850af2/73x73.png",1,NA,"2017-03-24","2017-03-24",FALSE,"Changing the banking game","quick and easy to set up, and great for tracking my spending. also regularly transfer money abroad as part of my job and save a ton by avoiding eortionate fees!","Hi Jamie,Many thanks - it's great to have you onboard!We are really happy you are using the international payments feature straight from your Monese balance, we wanted to make sure we could give our customers the best possible exchange rates and be transparent with our fees.We hope you carry on saving with us :)",162,13150,0.606936416184971
13153,"Ieuan Owen","https://user-images.trustpilot.com/58d507e70000ff000a8509c4/73x73.png",4,NA,"2017-03-24","2017-03-24",FALSE,"Saved me money!","i used my monese account abroad to avoid the hideous fees charged by the big banks.monese offer a transparent spot rate and flat fee, so you can avoid the big charges","Hi Ieuan,Thank you for taking the time to leave a review. We make sure that everything we charge is transparent and to ensure our customers get the best possible exchange rates you can get when abroad.It makes us so happy knowing we can help save you money and will continue to do so!",391,13153,-1.79190751445087
13155,"Char Stott",NA,1,NA,"2017-03-24","2017-03-24",FALSE,"Fantastic!","love it - it has saved me money and the customer service is great! thanks monese","Amazing!We are so happy you love Monese, welcome aboard Char.",83,13155,1.09826589595376
13157,"Cameron Scott",NA,1,NA,"2017-03-21",NA,TRUE,"They freeze everyone's money..."," i took a monese account as a secondary bank, and i liked the idea of the whole ""app only"" set up.i barely used the card, i left , on it which came from my rbs bank account, for  months. the first transaction i made was to pay a bt bill, instantly my account was frozen. i then received an email stating ""due to aml we are closing your account, your funds will be returned to the bank within  days"".how many peoples money do they hold for up to  days? i feel like this is a little troubling? do the maths. when people have proved who they are, have confirmed id and have no went out with the terms and conditions? i work in financial services myself, i understand kyc and aml regulations, i never breached any of these and monese have no appeal process to ask why they have closed your account or frozen it. i just do not recommend trusting this company with your money, escpially if you needing access to the money you hold on this account daily",NA,1254,13157,1.21387283236994
13158,"Roo Aubeeluck",NA,1,NA,"2017-02-07",NA,FALSE,"Simple Banking at its best.","opened my account on the train and received my card within a few days. i still cant get enough of how easy the transfers are, i have a santander mobile banking app and its the worst to use, have to register the person then send the money. also like to track to eenses, makes saving much easier",NA,499,13158,1.15606936416185
13159,"Chris",NA,1,NA,"2017-01-10",NA,FALSE,"Easy, Simple Banking","opened account on mobile phone and received my card within  days. uploaded more documents and was full verifed member within  days or opening account.i was dubious at first and sent a small amount from my tsb account to see what happened, took a while to come through but this is becauase they use a rd party faster payment system at present so is only processed every few hours and not at weekends",NA,678,13159,-0.433526011560694
13162,"Octopus",NA,1,NA,"2016-11-14",NA,FALSE,"Easy & Convenient"," easy to set up an account, upgrade and and use. loads of services included in the monthly fee! great value if you use the account a lot. can't wait for direct debits, which monese is saying will be available in the future",NA,288,13162,0.289017341040462
13163,"Nordica",NA,1,NA,"2016-11-08",NA,FALSE,"Best UK bank account"," no need to queue, simple onboarding process and you already have a bank account in your mobile app within some minutes!",NA,162,13163,-0.780346820809249
13164,"Joe Allison",NA,3,NA,"2016-11-08",NA,FALSE,"Very impressed with Monese","it was so fast and easy to open an account with monese. excellent customer service also, i would recommend to anyone in need of a bank account",NA,228,13164,0.549132947976879
13167,"Fayder Florez",NA,3,NA,"2016-11-08",NA,FALSE,"Monese current account","no doubts, the best current account app in the market",NA,77,13167,-0.780346820809249
13168,"Donna Care",NA,1,NA,"2016-11-08",NA,FALSE,"SO EASY TO OPEN AN ACCOUNT!!!!","after years of being in and out of the uk without a real bank account, i found monese and now i can pay my rent from a local bank account",NA,140,13168,-0.346820809248555
13171,"Henry",NA,1,NA,"2016-11-05",NA,FALSE,"Account opened quickly","took me only few minutes to get monese bank account, have been struggling with barclays for ages",NA,126,13171,-1.06936416184971
13172,"Ragnar M",NA,1,NA,"2016-11-05",NA,FALSE,"Great new bank!"," everything from the account opening to your statements is digital and really smooth",NA,353,13172,-0.433526011560694
13173,"Lauri Haav",NA,1,NA,"2016-11-05",NA,FALSE,"Opened a bank account during a taxi ride","i literally downloaded the app, made a picture of my id card, took a selfie, registered my address and got the bank account opened during a short taxi ride. sending money from my euro bank account to monese uk account required some era information which i failed to add so the customer support contacted me in order to finish the transaction",NA,566,13173,-0.202312138728324
13174,"M. Daniel",NA,1,NA,"2016-10-25",NA,FALSE,"An awesome alternative to traditional banks","monese is a fantastic solution for anyone that has recently arrived in the uk and needs a bank account to receive a uk salary. it's just like a regular bank, you can make payments using the app, receive pay / salary, send money abroad cheaply (pretty great at .% on top of the real rate) and just generally manage your money from anywhere. i use it as my main bank account daily and have had no issues!",NA,405,13174,1.96531791907514
13176,"Lemming",NA,5,NA,"2016-08-14",NA,FALSE,"Monese is not what it says on the tin!","i have been using monese almost from the outset (more than  month by now), as i love to support start-ups and disruptive businesses, but there comes a time when one must eect even start-ups to be working fully and to deliver a quality service  unfortunately this is not the case with monese.over time i have eerienced issues with limits relating to cash withdrawals, both in uk and in germany, i have found out that i cannot make bank transfers to d party countries, i cannot move funds from my paypal account to my monese account, their support takes up to  weeks to answer even messages marked urgent, their support is only available between : and : uk time and only monday to friday, you can maximum have  , in your account at any given time  and i can go on. per month for the account, an account which turns out to basically be a pre-paid visa card!truth be told, i do like the philosophy that they sell, being a uk bank account for everyone living in eu where they offer standard current account features, but i am afraid that i feel they not even live up to that!monese, i am sorry, but i will now start to look for alternatives to you  you have disappointed me dramatically by ""selling"" a product which i feel you have not delivered!",NA,1445,13176,-0.404624277456648
13177,"lee chadwick",NA,3,NA,"2016-04-30",NA,FALSE,"great bank low fees","monese is a new banking app that you can send fast money transfers from your mobile app so easy you can see what you spend what monies go in your account with real time up to the minute spends and regular updates, you get a contactless visa which is so easy nowadays, all your banking is done on your app and customer service is very helpful, at the moment they don't have the direct debit facilities but it is something their gonna be getting onboard very soon but its just a small fee of . a month so no charges for money withdrawals, no charge for depositing money or fast tranfers its all in the . month, the good part i love is you can go to a ''paypoint'' and deposit money instead of waiting in banks",NA,715,13177,1.58959537572254
13182,"Andrei",NA,1,NA,"2019-11-13","2019-11-14",TRUE,"ok, but not enough!","there are some problems when i make my purchases in different stores, or when i withdraw money from atms","Hello Andrei!Thanks for your positive review :)About the mentioned issues, we recommend that you contact our Support Team so they can explain exactly what happened to these transactions. Unfortunately, we cannot comment on any account specifics on a public platform.Thanks for your understanding!All the best,The Monese team",105,13182,-1.1849710982659
